# max number of non-zeros per row
18
# column index of non-zeros (each row is Np column offsets, 1-indexed)
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 42 0 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
# non-zero value of Srr
1.500000000000001E+00 -1.500000000000002E+00 1.978397670729338E-16 -1.936491673103709E+00 1.936491673103709E+00 1.608891100222508E-15 3.431283035482124E-15 -1.987993103469421E-15 3.639946908632735E-15 1.905542060496246E-15 2.838007606698056E-15 -3.039235529911366E-15 6.224234618420011E-15 1.702433049090093E-15 5.560717891714398E-16 -1.096345236817342E-15 5.828670879282072E-16 -8.105377335036551E-16 -1.355712242744906E-14 3.982990342472986E-17 2.622649347869375E-15 -3.441691376337985E-15 4.912736883966318E-15 -7.817815885284321E-15 -8.778230479714711E-15 -1.883062663046117E-15 8.017919822107085E-15 -5.505444060960713E-15 -5.273559366969494E-16 7.355227538141662E-16 -5.085799796244009E-15 4.248708825026994E-15 8.715854444902927E-15 8.079913302259714E-15 8.498336116130936E-16 7.647377531586131E-15 3.844147222764605E-15 -1.595945597898663E-15 1.075694826091210E-15 -8.392108391107332E-15 2.251020897427349E-15 -5.741678746783870E-15 1.143619485891818E-14 2.690169267793287E-14 -1.305879908099037E-14 2.831068712794149E-15 5.551115123125783E-17 -3.404301137128112E-15 -1.664016220994877E-14 -1.396057550796319E-14 4.285227134600708E-15 -1.125476127491588E-14 2.668832942329207E-14 8.062767538516912E-16 7.952680632079165E-15 -5.606626274357041E-15 -3.774758283725532E-15 -6.402580539318649E-15 7.144140483898012E-15 -2.238816014793728E-14 1.591473153762017E-14 4.076923905568729E-15 -5.171049958961371E-15 1.393773943667874E-14 3.554789305338064E-14 -1.730733087634196E-14 1.582067810090848E-15 -1.831867990631508E-15 -5.223288274505976E-16 3.786666890400285E-14 -1.810537718322632E-14 -4.610948202300742E-15 2.393853984695360E-14 1.649505153679844E-17 -4.140077759819603E-14 7.421050013004140E-14 -1.025724565943118E-14 -1.675484292571112E-16 
-1.500000000000002E+00 1.500000000000002E+00 -1.978397670729323E-16 1.936491673103711E+00 -1.936491673103711E+00 1.750551543851397E-16 -1.162264728904461E-15 3.677613769070831E-16 -3.454100424944085E-17 -3.583809096472659E-15 -2.768618667658984E-15 2.629840789580840E-15 -3.426559332538420E-15 -5.538394545452434E-15 4.995920436571223E-15 8.187894806610529E-16 -2.844946500601964E-16 -1.056024726647390E-15 9.712699283683131E-16 8.278897612218697E-15 -3.529938802858140E-15 1.956768080901838E-15 -3.330669073875470E-15 1.100966586302127E-15 -4.897895724017453E-15 8.606640791761311E-15 -1.039697093784619E-14 8.170191706541579E-15 -3.330669073875470E-16 3.608224830031759E-16 9.224634538996704E-16 -1.016845268679784E-14 -2.783994623854539E-15 -1.706379969775594E-14 7.874344782857834E-15 5.366466540923195E-15 -3.053113317719180E-15 9.020562075079397E-16 -1.075694826091211E-15 1.512872561533440E-17 -1.092751141306848E-14 -9.276781226043638E-15 -2.548475316767058E-15 -1.238974840529546E-14 6.813518610085459E-15 -2.248201624865942E-15 -8.049116928532385E-16 -1.189246627258464E-15 2.266243488004952E-15 -1.387197846191221E-14 -2.126624550555749E-14 6.803565550007496E-15 -3.182851315762647E-14 3.534240299140485E-15 -3.253729950150608E-15 3.608224830031759E-15 5.800915303666443E-15 -1.563269662366851E-15 -3.414485010547858E-15 9.708304326586322E-16 -2.024048136540284E-14 -3.582545079090751E-15 -1.779642793050171E-14 4.164450705383538E-15 -1.538913618981954E-14 1.950287189837803E-14 -1.110223024625157E-15 1.332267629550188E-15 -2.475273339037340E-15 -1.043722130185758E-14 1.945585940927428E-14 8.367817150180267E-15 -1.517130838573901E-14 1.170996893656714E-14 2.870726042532953E-14 -2.854031797276436E-14 1.316181171305315E-14 3.287073181376638E-16 
1.978397670729312E-16 -1.978397670729294E-16 1.287585103414734E-29 -3.462944187993666E-16 3.462944187993698E-16 4.468757048661887E-16 1.779851121007741E-17 -1.779851121008037E-17 1.210557444070647E-15 -1.237032144276495E-15 5.102564521732415E-16 -5.102564521732479E-16 1.295810751320708E-15 -2.841926138137439E-15 3.938895647198265E-16 -7.946618000040539E-16 7.946618000040575E-16 9.130822632900215E-16 -3.209742007309509E-15 1.085721608643918E-15 -6.109624770635992E-16 -1.905492695111033E-15 1.905492695111021E-15 2.017881853527064E-15 -2.048487240935046E-15 3.457422975158014E-15 4.259397250518663E-16 -8.420642191643621E-16 -9.757156744230421E-16 9.757156744230543E-16 3.732219535396212E-15 -4.237804569937760E-15 1.984718622760667E-15 2.292088677256475E-15 -8.849678362633727E-16 -2.488850446240959E-15 6.448790026700454E-16 -6.448790026700497E-16 1.183019589548261E-15 -4.901859322366865E-15 -1.871541235716951E-15 4.419121619284034E-15 2.401411088031788E-15 -4.411736579244345E-15 1.384561554550672E-15 8.002293000186157E-16 -8.002293000186306E-16 -2.774465298206679E-15 9.939441589003991E-16 7.382536388640862E-16 7.720621830072287E-15 5.904303692350459E-15 -4.675920052278716E-15 1.679909603280209E-15 -4.225402047153587E-16 2.801628314148450E-16 -2.801628314148422E-16 -1.336157587417593E-15 5.273716274914932E-15 1.090897280296684E-14 1.120714432009191E-14 3.393424022626782E-16 -7.578888005671541E-15 1.356377800248350E-15 -3.407483020030169E-15 -8.099520152527398E-16 1.524116174591415E-15 -1.524116174591424E-15 7.738618968852165E-16 4.260041392957751E-15 1.536210909411872E-14 7.616694283633864E-15 -1.186602437536494E-14 -1.173596363124326E-14 6.599417777684054E-15 -6.903124849585406E-15 -8.941414508816451E-16 1.234031711180171E-16 
-1.936491673103710E+00 1.936491673103712E+00 -3.462944187993730E-16 3.750000000000004E+00 -3.750000000000003E+00 2.082011030704756E-17 1.984313483298439E+00 -1.984313483298441E+00 8.528305675765267E-18 -1.721583916936942E-15 -6.928485563051368E-15 6.897260540483785E-15 -2.053318878004698E-15 -2.851032362184351E-15 8.337357845064512E-15 -5.169475958410885E-16 1.488392742388100E-15 2.751389627486312E-15 1.274464246649791E-14 1.362540638491497E-14 -7.242441964813820E-15 5.904998712225051E-15 -6.744604874597826E-15 4.635634658152739E-16 5.995772795722907E-15 1.805708732639796E-14 -1.277576114701283E-14 4.958604223027100E-15 2.768618667658984E-15 -5.030698080332741E-16 -1.104104413263757E-15 -4.804340654034363E-15 1.519422830317051E-15 -1.866474471667737E-14 1.042276499761088E-15 4.176852342889346E-15 -5.620504062164855E-15 3.382710778154774E-15 6.121380162439425E-16 -4.246404000094141E-16 -8.567899781687193E-15 -8.234930113768583E-15 -2.314261669874540E-15 -1.503471410502763E-14 -4.323317413033094E-15 -7.112366251504909E-15 -2.081668171172169E-17 -3.225098026956442E-15 -3.514469402216706E-16 -1.662743213412946E-14 -7.910539953165442E-15 1.560695273805487E-14 -3.967325694558495E-14 -5.280510867565890E-15 -6.154294773634385E-15 8.083811398051921E-15 1.221245327087672E-15 -1.004020723687183E-14 7.461864728809058E-15 4.446845767063702E-15 -1.584389769476788E-14 5.048297005055032E-15 -4.184588908392251E-14 1.977071978652560E-14 -1.715763110900321E-14 4.537398893557247E-15 -3.087807787238717E-15 4.857225732735060E-15 -7.056870387574278E-15 -1.554163105579742E-14 3.365894548621758E-14 -6.355089997873868E-15 8.863036164217880E-15 -1.601061422755396E-14 6.047417973076412E-14 -4.340055438832045E-14 -7.968904021181018E-15 -2.135773928287531E-15 
1.936491673103709E+00 -1.936491673103711E+00 3.462944187993763E-16 -3.750000000000003E+00 3.750000000000002E+00 1.695363508520257E-15 -1.984313483298440E+00 1.984313483298443E+00 2.915781793952137E-15 3.131588842254340E-15 2.522287934070278E-15 -2.697495005143935E-15 5.746545158359320E-15 6.809779754580673E-15 -7.523254574184144E-15 -9.298117831235686E-16 2.220446049250313E-16 4.000154141015421E-15 -6.024540560998257E-15 -1.340637721728217E-14 6.997252793409995E-15 -4.343747583845925E-15 5.072331443756184E-15 5.351229625658984E-15 -1.374469455720693E-15 -1.814195325144926E-14 1.525627765128926E-14 -3.085503934109590E-15 -1.450228825916611E-15 -3.677613769070831E-16 6.600152034136946E-16 1.173629566403769E-14 3.189267204787495E-15 1.620098675926237E-14 3.125667761373317E-15 -5.550570959495111E-15 4.326400349086157E-15 -2.092076512028029E-15 -2.999117519188029E-15 1.383752231626209E-14 1.681304046300496E-14 -1.388809324305373E-14 3.971410903926483E-15 1.701822216407826E-14 7.167259411976223E-15 7.195632978351796E-15 -1.457167719820518E-16 1.393230036324934E-15 1.152306612551231E-14 3.370318266990716E-14 -2.246135102994255E-14 -2.191201951082823E-14 5.133424429094067E-14 1.043804800255482E-14 2.103806600123880E-15 -5.183353746218700E-15 -3.962108419131027E-15 1.103940795903447E-14 -4.714062742861795E-15 2.592989702076617E-14 -1.166424863912323E-16 -1.716792901743984E-14 5.063069113189714E-14 -7.631873677938093E-15 2.293606762383703E-15 -6.753860498686292E-15 4.843347944927245E-15 -6.508682481864980E-15 6.779314631417988E-15 1.345996288462525E-14 -2.252895966435038E-14 -3.445880800960595E-15 -2.621023026640448E-14 1.543706979600147E-14 -3.848649190267769E-14 2.112639261328847E-14 6.975649486851840E-15 2.521248287180928E-15 
1.681050735198833E-15 6.538212424081787E-17 4.468757048661887E-16 -6.121525889883930E-16 2.212434995576998E-15 3.750000000000000E+00 -1.430255787465641E-15 6.010579659487276E-16 3.968626966596881E+00 -4.012677980148004E-15 -1.303880409014752E-15 2.861662090441924E-15 1.868730864496015E-15 -1.463157936823501E-15 -6.703509800612363E-15 5.806545045348403E-16 -6.370690869375281E-17 2.315855840429037E-15 -1.813382343590632E-15 -1.204765454065893E-15 3.042559419545288E-16 -3.041210508454655E-16 -4.566982469697408E-15 2.848415947553918E-15 2.855788522326804E-16 1.929317437147222E-15 -4.474513906671583E-15 -1.596237670389192E-14 -6.740450587593986E-17 3.342562428520153E-15 -3.982925100842749E-15 6.343016389909197E-15 3.928958937707284E-15 3.761293847995979E-15 -2.757088722170316E-14 -4.844321368584093E-15 4.143930347713205E-15 7.896232179648351E-16 -7.355227538141662E-15 9.728329253277934E-15 4.198030811863872E-15 8.124409687213820E-15 -7.689331107977530E-15 3.599393768438251E-15 -1.197855987629265E-14 -1.699551209473173E-15 -2.519296284102423E-15 -3.816391647148963E-16 9.828943214884589E-15 1.098231748597467E-14 -6.915481913245120E-15 1.439049420380952E-14 9.688450843686707E-15 -4.675360274842637E-15 -6.826901435673193E-16 -2.254911138433909E-16 6.508659543831385E-15 4.232725281383409E-15 -5.266620473065584E-15 1.672967320232033E-14 -3.325058327632857E-15 1.368241118820078E-14 9.165278236452942E-15 1.965458214571164E-14 -4.223051783010126E-15 -6.923099080919929E-15 -1.380086004202526E-15 -6.011570726934649E-15 4.052314039881820E-15 8.278100427361322E-15 1.359329315775426E-14 1.091900007910152E-15 1.191142623175202E-14 -1.294682493338535E-14 3.384496108375191E-14 1.580172081850121E-14 -2.437826281464510E-15 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.984313483298439E+00 -1.984313483298440E+00 -7.181341159467705E-16 5.249999999999994E+00 -5.249999999999994E+00 -1.917872794744313E-15 3.763287235024764E-16 2.598076211353312E+00 -2.598076211353310E+00 4.696594888301878E-16 -1.819649709613789E-15 5.176794167985884E-15 -6.813993813636898E-15 6.002143226879753E-15 2.292864788986669E-15 2.135270610578415E-15 1.308109911424835E-15 -4.554169071534107E-15 -3.358424649491099E-15 6.536438057480609E-15 -2.481518283720945E-15 6.746110711265349E-15 -7.099874308709644E-15 -5.651785880731759E-15 3.902213277576981E-15 1.318389841742373E-15 2.553512956637860E-15 -8.353348468173421E-15 8.770825358443827E-15 -9.166873543896823E-15 6.239103637527757E-15 -1.829894568799707E-15 1.995038081613187E-15 -1.665334536937735E-16 5.689893001203927E-15 -1.115059994825647E-14 1.007281419874742E-14 -1.650603639855778E-14 4.492593534262539E-14 -1.777482935541166E-14 1.819705068453860E-15 7.224291637614501E-15 -1.171285290979540E-14 8.687495167691850E-15 4.506441850000219E-15 6.112764342594890E-15 -2.787697076244520E-14 5.464528237876238E-14 -1.644876606413999E-14 -1.190747051538203E-14 5.890392296225672E-15 1.222481067863244E-14 -1.440514374451141E-14 -6.744604874597826E-15 1.002646263680876E-14 1.331795709268572E-14 -5.757465598474308E-15 3.757122954511089E-14 -3.514459721797179E-14 1.929822496855455E-15 -1.371060746064589E-14 2.516759383770150E-14 -8.841455634558286E-16 -8.881784197001252E-15 1.523781101298027E-14 -4.545123081415160E-15 -1.471990788486705E-15 -1.864746311952654E-14 2.058708244512693E-14 -2.085834180432136E-14 3.916884411229174E-14 -1.761123115631514E-14 3.174777191282751E-14 -1.183748081766575E-14 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -1.984313483298441E+00 1.984313483298442E+00 -6.747877823622531E-17 -5.249999999999993E+00 5.249999999999993E+00 -7.223763356923861E-16 -3.371396567412215E-15 -2.598076211353313E+00 2.598076211353312E+00 -4.341562287210418E-15 2.177409997664579E-16 -3.982591214772252E-15 6.050715484207103E-15 -5.287437154777308E-15 -4.860255533432342E-15 4.464484853775356E-15 1.272359021726448E-15 -3.493390057529158E-15 6.203371150093062E-15 -9.270362255620057E-15 -2.403463024629745E-15 -4.209944989387249E-15 5.996969648748759E-15 -5.811319364565714E-15 -9.272486851574719E-15 1.110223024625157E-15 -4.649058915617843E-15 6.188413570154368E-15 -1.071371565153786E-14 -1.184004596822293E-15 -6.998912520005602E-15 -9.136620485222531E-15 -5.596398123714747E-15 8.049116928532385E-16 -6.328271240363392E-15 1.442575787090068E-14 -1.091935925502410E-14 -3.777217844301027E-15 -2.730938476321193E-14 9.198140920297249E-15 -3.972351100804771E-15 -9.934000884308237E-15 1.165734175856414E-14 -8.520961713998076E-15 4.547255096291679E-17 -9.943033777551681E-15 -1.373904542623839E-14 -2.826219829328286E-14 2.095732000150024E-14 1.171082443160845E-14 -5.386726812013746E-15 -1.924930161943537E-14 1.207367539279858E-14 8.881784197001252E-15 -5.696592840770648E-15 -1.537186968824227E-14 -2.839923964350903E-14 -6.819786486470036E-15 3.799998932887929E-14 -3.064324609182895E-15 1.874130046167608E-14 -2.164810587311390E-14 5.932255675948444E-15 4.024558464266192E-15 -1.057487430955462E-14 5.877390710965357E-15 -3.468501671095236E-15 1.805765713769441E-14 1.145716328398564E-14 9.187257783220955E-15 -2.784713682973650E-14 2.135645850652866E-14 -1.067578722568750E-15 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -1.218294308377604E-15 3.929667101329352E-15 3.968626966596882E+00 -2.930353618901155E-15 5.329657751012072E-16 6.999999999999985E+00 3.319183307110700E-16 -8.728639269547066E-16 5.338042154119009E-15 4.472135954999569E+00 -2.820294453705074E-15 -4.757329419792966E-15 3.269894233946749E-15 6.077483992872239E-17 3.968179951296946E-15 -1.614154773385556E-14 -1.255264711348246E-15 -1.304988920248937E-17 -2.261442825019105E-15 -1.343433518561904E-14 1.384829750872285E-14 -6.701019947263906E-15 -2.002816180046372E-14 -1.455262631549069E-14 -1.175927251208985E-14 -2.818123810934503E-16 1.107873129557310E-14 -1.083161338399918E-14 7.174382615771078E-15 -1.732922345117766E-14 -1.350568199892092E-15 -3.691662601616581E-14 -1.290321683015027E-14 1.106287972059800E-14 1.361209814347891E-15 -1.589700593385146E-14 1.241194647061405E-14 -4.620002297395230E-15 2.096952033672424E-15 -3.460745926440442E-14 -6.003342011403160E-15 -5.429212014179885E-16 -1.826476532142808E-16 -1.319207034656690E-14 4.773959005888171E-15 7.436759541512572E-15 -1.099988156116893E-14 -3.947648550281860E-14 -3.356022749926305E-14 -9.718643821128148E-15 2.977409571455267E-15 1.187121245490295E-14 5.254989432091080E-16 1.875768721574908E-14 7.056855100273652E-15 -1.547720285266508E-14 2.686652983419079E-15 -3.108456417613703E-14 -6.219477058068631E-15 -1.148531980930484E-14 3.879915243110373E-15 -1.400395703664574E-14 -1.628620222468860E-14 0.000000000000000E+00 0.000000000000000E+00 1.025568518997489E-14 1.129651927556097E-14 4.317986940227669E-14 -1.355035875172383E-14 5.442246486634956E-14 -2.037957480621408E-14 3.059306442850205E-14 -3.083063053222689E-14 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -2.175343238874916E-15 3.757411048965764E-15 -3.071244738964570E-15 -3.816391647148976E-16 -2.359223927328458E-15 7.942527781286775E-16 1.399999999999999E+01 3.191891195797325E-16 3.955169525227120E-15 2.041542183351758E-16 1.341640786499872E+01 0.000000000000000E+00 -1.332267629550188E-15 1.637578961322106E-15 -5.327103089810234E-15 8.662456039147856E-15 -4.482833131105888E-16 0.000000000000000E+00 1.804112415015879E-15 -3.413935800722356E-15 9.978411304993054E-16 -1.171275585802252E-14 2.623927155702755E-16 -4.113292668322418E-14 0.000000000000000E+00 1.748601263784622E-15 -1.415534356397075E-15 9.110843380381589E-15 -1.751621531535388E-14 -1.834362191582864E-14 -1.817805483921838E-14 -6.275491679860220E-15 0.000000000000000E+00 2.220446049250313E-16 1.609823385706477E-15 1.031280385352777E-14 -6.345287861996286E-15 -2.038266796437611E-14 -1.197085096675804E-14 4.549778859651614E-15 -6.871209956937130E-14 0.000000000000000E+00 -2.442490654175344E-15 9.270362255620057E-15 -5.834942626724114E-15 -4.139955580466775E-15 -2.652373828829902E-14 -1.610635144403039E-14 3.551318830402339E-15 -3.871111589799133E-14 6.538625109409655E-15 0.000000000000000E+00 -1.054711873393899E-15 -1.321165399303936E-14 -3.811068517492800E-15 1.358569479146951E-15 -3.725165563318105E-14 -2.518008065450515E-14 -1.501762453703837E-14 -1.158840522495348E-14 3.235176077628495E-14 -9.026396553592945E-14 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -1.724245228024233E-15 -3.419491825526300E-17 -1.217576352090436E-14 2.030951518896321E-14 -4.631802615487550E-14 3.913568648204947E-14 4.465003396726069E-14 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.598076211353311E+00 -2.598076211353313E+00 -5.004170868603639E-16 -1.628601051069629E-16 5.624999999999997E+00 -5.624999999999996E+00 4.765504579409679E-15 -1.141921891767680E-14 0.000000000000000E+00 2.781074432660863E+00 -2.781074432660863E+00 2.231243520925995E-15 -3.114180192621194E-14 -3.994168081592550E-15 0.000000000000000E+00 -7.986666883397220E-15 6.626643678231403E-15 -1.395822266265138E-14 -1.281666911773548E-14 5.852172192405985E-15 -8.670456066829656E-15 0.000000000000000E+00 4.884981308350689E-15 -1.387778780781446E-17 -2.657142668675157E-14 1.409509767425960E-14 3.148956877876896E-14 -2.429815259149845E-14 1.734313467733564E-14 0.000000000000000E+00 6.744604874597826E-15 5.648259637780484E-15 -1.598265090447041E-14 2.629415747269182E-14 1.243271114953745E-14 -1.677625273706567E-14 4.935205223951107E-14 -3.125315282291497E-14 0.000000000000000E+00 -1.454392162258955E-14 1.063038546078587E-14 1.721953892675017E-14 8.746283304229703E-16 -2.861671363147727E-14 -3.210032124860255E-14 7.330986267655578E-14 -4.893923678341900E-14 -1.972581033313061E-14 0.000000000000000E+00 -2.618738559334588E-14 8.465450562766819E-16 1.556512615501722E-14 -1.006125047704285E-14 -5.551074717424321E-14 -3.787982338167207E-14 5.771602574262444E-14 -4.780659547191507E-14 3.430088511089528E-15 -2.447835690549830E-14 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.129328199562811E-14 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 5.244885793656933E-15 3.867578928489932E-15 -5.624999999999995E+00 5.624999999999993E+00 2.527272913596822E-15 9.513408338881781E-15 0.000000000000000E+00 -2.781074432660867E+00 2.781074432660865E+00 -4.645978599485709E-15 2.405979333553663E-14 1.020472207107833E-14 0.000000000000000E+00 -3.247402347028583E-15 4.045375145977914E-15 1.745769391774657E-15 2.598668974735141E-14 1.110930343439174E-14 1.532917434167474E-14 0.000000000000000E+00 -1.097733015598124E-14 6.092348847630547E-15 1.324875039124970E-14 2.128036273075492E-15 -1.338295881739205E-14 8.143370814874983E-15 1.197175249357208E-14 0.000000000000000E+00 -3.261280134836397E-15 -8.895661984809067E-15 6.878822102544129E-15 -3.634167584554949E-14 -2.625672252959662E-14 3.675648151543134E-15 -1.213488910165356E-15 1.770631452044529E-14 0.000000000000000E+00 1.680600103526331E-14 -1.278144257099711E-14 -2.299269865480099E-14 -1.874921902688799E-14 -9.120460864922185E-15 3.309214939599229E-14 -1.203690365280625E-14 1.073530144624283E-14 3.463557289448925E-14 0.000000000000000E+00 2.593758541280522E-14 -4.163336342344337E-16 -1.778557220426753E-14 1.050533968689289E-14 3.850682059653890E-15 2.917931778791040E-14 8.241291447786820E-15 1.326576872928582E-14 2.610947398860436E-14 3.074185850128158E-14 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -2.295861653256584E-14 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
