******************************************
Nodal r-coordinates
21 1
-1.000000000000000 
-0.765055323929465 
-0.285231516480645 
0.285231516480645 
0.765055323929465 
1.000000000000000 
-1.000000000000000 
-0.684472514501909 
-0.171245477332075 
0.368945029003817 
0.765055323929465 
-1.000000000000000 
-0.657509045335851 
-0.171245477332074 
0.285231516480645 
-1.000000000000000 
-0.684472514501908 
-0.285231516480645 
-1.000000000000000 
-0.765055323929465 
-1.000000000000000 
******************************************
Nodal s-coordinates
21 1
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-1.000000000000000 
-0.765055323929465 
-0.684472514501909 
-0.657509045335851 
-0.684472514501909 
-0.765055323929465 
-0.285231516480645 
-0.171245477332074 
-0.171245477332074 
-0.285231516480645 
0.285231516480645 
0.368945029003817 
0.285231516480645 
0.765055323929465 
0.765055323929465 
1.000000000000000 
******************************************
Nodal Dr differentiation matrix
21 21
-7.500000000000007 10.141415936319673 -4.036187270305342 2.244684648176162 -1.349913314190484 0.499999999999998 0.000000000000000 0.000000000000005 -0.000000000000003 0.000000000000001 -0.000000000000001 -0.000000000000001 0.000000000000001 0.000000000000001 -0.000000000000000 -0.000000000000001 -0.000000000000001 -0.000000000000001 0.000000000000001 0.000000000000001 -0.000000000000000 
-1.786364948339099 0.000000000000006 2.523426777429453 -1.152828158535928 0.653547507429799 -0.237781177984231 -0.000000000000000 0.000000000000000 -0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 
0.484951047853570 -1.721256952830233 -0.000000000000003 1.752961966367867 -0.786356672223240 0.269700610832039 -0.000000000000000 -0.000000000000000 0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 
-0.269700610832040 0.786356672223242 -1.752961966367867 0.000000000000003 1.721256952830231 -0.484951047853568 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 
0.237781177984232 -0.653547507429802 1.152828158535931 -2.523426777429455 0.000000000000001 1.786364948339094 -0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 
-0.499999999999999 1.349913314190492 -2.244684648176171 4.036187270305350 -10.141415936319666 7.499999999999998 -0.000000000000000 0.000000000000005 -0.000000000000003 0.000000000000004 -0.000000000000001 -0.000000000000002 0.000000000000003 0.000000000000001 -0.000000000000002 0.000000000000000 -0.000000000000004 0.000000000000000 0.000000000000001 0.000000000000001 0.000000000000000 
-1.311934719335081 3.355243081235114 -2.819569052294497 2.316331054988150 -1.784952642822896 0.768318988200815 -5.023579634285158 7.271485913914851 -3.046481579337691 1.372747030268376 -0.387969240416750 -0.601443838017424 -0.640823442423889 0.363890592503810 -0.149647079900785 0.408348966369890 0.134707653788711 -0.035019664736755 -0.261539666759230 -0.031134269144593 0.103021548205032 
0.451338221757556 -0.776367156828549 0.952341855566687 -0.862589961996565 0.722585148731662 -0.330250139023212 -1.169854554724855 -0.366307226506316 2.329296246521735 -0.906531319323030 0.252734601117079 -0.275680427006077 -0.116266218648889 -0.116266218648889 0.071983207184289 0.136986315638113 0.092632900039468 -0.006151767586333 -0.103257063771783 -0.024171841812215 0.043795399320125 
-0.298013673844533 0.606811511783219 -0.669012914671034 0.669012914671034 -0.606811511783218 0.298013673844533 0.364158535630972 -1.552394821479748 -0.000000000000002 1.552394821479750 -0.364158535630972 0.076098760028540 -0.108042471154759 0.108042471154761 -0.076098760028540 -0.006803015521742 0.000000000000000 0.006803015521742 0.005707215248472 -0.005707215248472 0.000000000000000 
0.330250139023213 -0.722585148731663 0.862589961996566 -0.952341855566686 0.776367156828546 -0.451338221757555 -0.252734601117079 0.906531319323030 -2.329296246521738 0.366307226506321 1.169854554724853 -0.071983207184288 0.116266218648889 0.116266218648888 0.275680427006078 0.006151767586333 -0.092632900039467 -0.136986315638112 0.024171841812215 0.103257063771783 -0.043795399320125 
-0.768318988200821 1.784952642822904 -2.316331054988155 2.819569052294499 -3.355243081235116 1.311934719335080 0.387969240416752 -1.372747030268375 3.046481579337687 -7.271485913914849 5.023579634285154 0.149647079900785 -0.363890592503811 0.640823442423888 0.601443838017424 0.035019664736754 -0.134707653788712 -0.408348966369893 0.031134269144595 0.261539666759230 -0.103021548205032 
0.673349594577882 -0.650573632654655 -0.591768104519413 1.507149908532958 -1.931026917067198 1.088340059885929 -1.817593879075664 5.166138711677031 -4.754530498836679 3.339682287908309 -1.245175615748360 -4.677483620008780 6.091458726585647 -1.937903901445493 0.248568340431796 -0.360342927366618 -0.728126915144635 0.308937003434535 0.321336256213617 0.067913029399273 -0.118347906779476 
-0.353417672598701 0.410757547480233 -0.079648345291516 -0.333777503340483 0.620642835556239 -0.409875745095141 0.720118201981237 -1.478591318885112 1.855822515549028 -1.478591318885113 0.614935620307767 -0.990430384084150 -0.435975562733908 1.963864986703787 -0.326974487818742 -0.321417469413115 0.073803502594637 -0.155747105320056 0.113306690198019 0.046599011849259 -0.055403998754167 
0.409875745095142 -0.620642835556241 0.333777503340485 0.079648345291515 -0.410757547480231 0.353417672598700 -0.614935620307768 1.478591318885111 -1.855822515549025 1.478591318885112 -0.720118201981237 0.326974487818742 -1.963864986703785 0.435975562733905 0.990430384084151 0.155747105320056 -0.073803502594637 0.321417469413117 -0.046599011849259 -0.113306690198019 0.055403998754167 
-1.088340059885932 1.931026917067203 -1.507149908532960 0.591768104519417 0.650573632654648 -0.673349594577881 1.245175615748360 -3.339682287908308 4.754530498836679 -5.166138711677040 1.817593879075664 -0.248568340431796 1.937903901445490 -6.091458726585640 4.677483620008780 -0.308937003434534 0.728126915144639 0.360342927366619 -0.067913029399272 -0.321336256213617 0.118347906779477 
-0.388048517611515 0.067913029399273 0.308937003434533 0.248568340431798 -1.245175615748361 1.088340059885931 1.107692928436856 -0.728126915144631 -1.937903901445493 3.339682287908313 -1.931026917067202 -2.113304893734484 6.091458726585641 -4.754530498836691 1.507149908532961 -4.677483620008779 5.166138711677043 -0.591768104519417 -0.096336926245431 -0.650573632654651 0.188398546724313 
0.374045538343338 -0.276906442929295 -0.078134974770621 0.078134974770622 0.276906442929294 -0.374045538343338 -0.825842212503444 0.999164219362497 0.000000000000003 -0.999164219362498 0.825842212503447 0.999576277634677 -2.445562465170624 2.445562465170625 -0.999576277634678 -1.228022282572764 -0.000000000000004 1.228022282572764 -0.393487397896306 0.393487397896308 -0.000000000000001 
-1.088340059885931 1.245175615748365 -0.248568340431799 -0.308937003434534 -0.067913029399273 0.388048517611516 1.931026917067198 -3.339682287908307 1.937903901445493 0.728126915144634 -1.107692928436858 -1.507149908532959 4.754530498836687 -6.091458726585645 2.113304893734485 0.591768104519416 -5.166138711677034 4.677483620008782 0.650573632654649 0.096336926245433 -0.188398546724312 
