% degree N
4
% number of nodes
15
% node coordinates
-1.000000000000000E+00 -1.000000000000000E+00
-6.546536707079771E-01 -1.000000000000000E+00
0.000000000000000E+00 -1.000000000000000E+00
6.546536707079772E-01 -9.999999999999999E-01
1.000000000000000E+00 -1.000000000000000E+00
-1.000000000000000E+00 -6.546536707079771E-01
-5.515835075553056E-01 -5.515835075553056E-01
1.031670151106111E-01 -5.515835075553056E-01
6.546536707079772E-01 -6.546536707079772E-01
-1.000000000000000E+00 0.000000000000000E+00
-5.515835075553056E-01 1.031670151106112E-01
0.000000000000000E+00 0.000000000000000E+00
-9.999999999999999E-01 6.546536707079771E-01
-6.546536707079772E-01 6.546536707079772E-01
-1.000000000000000E+00 1.000000000000000E+00
% r collocation differentation matrix
4.999999999999972E-01 -1.410164177942425E+00 2.666666666666662E+00 -6.756502488724240E+00 -2.442490654175344E-15 1.010753890112567E-15 -1.355397852899096E-15 6.814353887927857E-15 6.756502488724241E+00 1.799905748222413E-16 -2.556099161379083E-15 -2.666666666666668E+00 1.335311456334417E-15 1.410164177942428E+00 -5.000000000000007E-01 
-1.240990253030982E+00 -1.974764657542582E-16 8.703790212467896E-17 3.495229764271917E-16 4.001499088165547E-17 -5.928866891577753E-16 -1.429454111742297E-16 -9.249291167862179E-16 -2.796165725761177E-16 1.745743121887939E+00 9.208509647605381E-16 4.068979959180423E-16 -7.637626158259739E-01 -5.234337082287809E-17 2.590097469690171E-01 
3.710196699958411E-01 -8.894154603466158E-01 -1.899408217618769E-01 7.599848376454614E-02 -3.561390408035187E-02 -6.612771820363529E-01 -2.037107055561456E-01 -5.502207142094047E-16 3.089194387977213E-02 7.557453508986894E-01 1.527299277178654E+00 -7.720734566921765E-02 -6.612771820363533E-01 -3.615305348979486E-01 3.190184106673604E-01 
-3.546323147477117E-01 7.372756658008986E-01 -9.456861726605658E-01 -2.281382783102632E-01 0.000000000000000E+00 3.924224787777205E-01 -1.527299277178653E+00 3.997186692625512E-16 2.281382783102624E-01 1.507489564097971E-16 1.527299277178654E+00 9.456861726605656E-01 -3.924224787777215E-01 -7.372756658008988E-01 3.546323147477125E-01 
6.902125107913417E-01 -1.569010545082538E+00 2.012532958932448E+00 -2.410138459487762E+00 -2.559002839663116E-01 -4.702877721297101E-01 1.764262700058703E+00 -4.745854126443491E+00 3.334844906604315E+00 -1.719662634888682E-01 4.055222040292168E-01 2.128260415718734E+00 -4.148531343059326E-02 -1.027106028204330E+00 3.561130960988479E-01 
3.749999999999998E-01 1.104339928399712E-17 1.057921023797955E-16 -1.092259301334974E-16 8.726738799310947E-17 -1.336584577695453E+00 -6.541090360007725E-17 -7.668765921723762E-18 5.763484828205399E-17 7.064601747947492E-16 -8.619325886448004E-16 1.646011981980350E-16 1.336584577695454E+00 -1.128375373668498E-16 -3.750000000000001E-01 
-3.190184106673601E-01 3.615305348979481E-01 7.720734566921726E-02 -3.089194387977196E-02 3.561390408035200E-02 6.612771820363527E-01 -1.527299277178652E+00 -2.778705129571414E-16 -7.599848376454664E-02 -7.557453508986888E-01 2.037107055561454E-01 1.899408217618775E-01 6.612771820363530E-01 8.894154603466154E-01 -3.710196699958414E-01 
8.328718938848465E-01 -1.255574460832307E+00 6.104958585131307E-01 3.885176319680318E-01 -1.389473179819196E-01 -1.255574460832306E+00 3.087459725102728E+00 -3.797790432112490E+00 1.538753741761202E-01 6.104958585131297E-01 -3.797790432112492E+00 3.196930495855840E+00 3.885176319680317E-01 1.490459951871575E+00 -5.139473179819203E-01 
-2.590097469690170E-01 1.542021887049453E-16 9.990693784058620E-17 5.734361332008614E-17 -1.376310364497853E-16 7.637626158259732E-01 -6.536819974401510E-16 3.408972609507487E-16 1.137445266203832E-16 -1.745743121887938E+00 -7.003046113293886E-16 -2.001185318041409E-16 -1.468615348999294E-17 5.895602486455744E-16 1.240990253030983E+00 
6.902125107913417E-01 -4.702877721297097E-01 -1.719662634888707E-01 -4.148531343059094E-02 9.710334912983043E-02 -1.569010545082537E+00 1.764262700058703E+00 4.055222040292168E-01 -2.633434123783571E-01 2.012532958932447E+00 -4.745854126443494E+00 3.825172938307958E-01 -2.410138459487761E+00 3.334844906604316E+00 9.850899690646708E-01 
4.999999999999991E-01 3.073334353013107E-16 4.042237302683581E-16 3.917125175530723E-16 -3.623743248295919E-16 -1.410164177942426E+00 -6.781527184980044E-16 -9.745624124386850E-17 6.875513514874802E-16 2.666666666666663E+00 2.751420741101913E-15 -1.827267384684886E-15 -6.756502488724239E+00 1.321355165862424E-15 4.999999999999998E+00 
% reference mass matrix
1.072428514101806E-02 -6.465191547499735E-03 2.854839819725181E-03 2.174023523069501E-04 -4.529092633491485E-04 -6.465191547499745E-03 6.734296192609927E-03 -6.948009743103383E-04 -3.205164385362518E-03 2.854839819725182E-03 -6.948009743103405E-04 -6.853800707404921E-03 2.174023523069590E-04 -3.205164385362523E-03 -4.529092633491534E-04 
-6.465191547499729E-03 6.280114088393463E-02 -8.464255262476102E-03 1.425768560505451E-03 2.174023523069460E-04 2.841605647608204E-02 1.383689551988726E-02 -2.986594309589998E-03 8.189533341584610E-03 -1.524383216761014E-02 -7.424001994334617E-03 1.147558584628689E-02 8.189533341584640E-03 3.968012160146018E-03 -3.205164385362524E-03 
2.854839819725163E-03 -8.464255262476090E-03 8.204499853465742E-02 -8.464255262476081E-03 2.854839819725180E-03 -1.524383216761012E-02 3.678124941605780E-02 3.678124941605779E-02 -1.524383216761010E-02 -9.747408424478970E-03 -2.913367890881906E-02 -9.747408424478981E-03 1.147558584628692E-02 1.147558584628692E-02 -6.853800707404924E-03 
2.174023523069564E-04 1.425768560505431E-03 -8.464255262476081E-03 6.280114088393471E-02 -6.465191547499750E-03 8.189533341584643E-03 -2.986594309590035E-03 1.383689551988723E-02 2.841605647608203E-02 1.147558584628691E-02 -7.424001994334608E-03 -1.524383216761010E-02 3.968012160146014E-03 8.189533341584591E-03 -3.205164385362518E-03 
-4.529092633491524E-04 2.174023523069457E-04 2.854839819725182E-03 -6.465191547499752E-03 1.072428514101807E-02 -3.205164385362527E-03 -6.948009743103367E-04 6.734296192609910E-03 -6.465191547499754E-03 -6.853800707404916E-03 -6.948009743103313E-04 2.854839819725184E-03 -3.205164385362522E-03 2.174023523069599E-04 -4.529092633491524E-04 
-6.465191547499734E-03 2.841605647608203E-02 -1.524383216761014E-02 8.189533341584650E-03 -3.205164385362527E-03 6.280114088393463E-02 1.383689551988723E-02 -7.424001994334544E-03 3.968012160146043E-03 -8.464255262476099E-03 -2.986594309590025E-03 1.147558584628691E-02 1.425768560505453E-03 8.189533341584626E-03 2.174023523069538E-04 
6.734296192609873E-03 1.383689551988727E-02 3.678124941605779E-02 -2.986594309590028E-03 -6.948009743103396E-04 1.383689551988724E-02 3.287392845824157E-01 7.678240925731315E-03 -7.424001994334560E-03 3.678124941605789E-02 7.678240925731266E-03 -2.913367890881905E-02 -2.986594309589986E-03 -7.424001994334585E-03 -6.948009743103986E-04 
-6.948009743103327E-04 -2.986594309590014E-03 3.678124941605779E-02 1.383689551988724E-02 6.734296192609894E-03 -7.424001994334654E-03 7.678240925731474E-03 3.287392845824155E-01 1.383689551988737E-02 -2.913367890881908E-02 7.678240925731294E-03 3.678124941605780E-02 -7.424001994334547E-03 -2.986594309590004E-03 -6.948009743103362E-04 
-3.205164385362514E-03 8.189533341584615E-03 -1.524383216761012E-02 2.841605647608202E-02 -6.465191547499749E-03 3.968012160146043E-03 -7.424001994334624E-03 1.383689551988727E-02 6.280114088393456E-02 1.147558584628689E-02 -2.986594309590022E-03 -8.464255262476048E-03 8.189533341584621E-03 1.425768560505418E-03 2.174023523069651E-04 
2.854839819725161E-03 -1.524383216761013E-02 -9.747408424478972E-03 1.147558584628691E-02 -6.853800707404921E-03 -8.464255262476099E-03 3.678124941605778E-02 -2.913367890881904E-02 1.147558584628690E-02 8.204499853465741E-02 3.678124941605778E-02 -9.747408424478975E-03 -8.464255262476085E-03 -1.524383216761013E-02 2.854839819725188E-03 
-6.948009743103188E-04 -7.424001994334695E-03 -2.913367890881906E-02 -7.424001994334583E-03 -6.948009743103258E-04 -2.986594309590125E-03 7.678240925731427E-03 7.678240925731378E-03 -2.986594309590051E-03 3.678124941605786E-02 3.287392845824157E-01 3.678124941605780E-02 1.383689551988722E-02 1.383689551988725E-02 6.734296192609918E-03 
-6.853800707404918E-03 1.147558584628691E-02 -9.747408424478993E-03 -1.524383216761011E-02 2.854839819725175E-03 1.147558584628692E-02 -2.913367890881905E-02 3.678124941605779E-02 -8.464255262476073E-03 -9.747408424478986E-03 3.678124941605782E-02 8.204499853465741E-02 -1.524383216761013E-02 -8.464255262476055E-03 2.854839819725186E-03 
2.174023523069633E-04 8.189533341584610E-03 1.147558584628693E-02 3.968012160146019E-03 -3.205164385362525E-03 1.425768560505467E-03 -2.986594309589999E-03 -7.424001994334578E-03 8.189533341584603E-03 -8.464255262476100E-03 1.383689551988725E-02 -1.524383216761013E-02 6.280114088393471E-02 2.841605647608204E-02 -6.465191547499761E-03 
-3.205164385362514E-03 3.968012160145996E-03 1.147558584628691E-02 8.189533341584624E-03 2.174023523069573E-04 8.189533341584626E-03 -7.424001994334574E-03 -2.986594309590015E-03 1.425768560505436E-03 -1.524383216761016E-02 1.383689551988726E-02 -8.464255262476079E-03 2.841605647608204E-02 6.280114088393463E-02 -6.465191547499760E-03 
-4.529092633491529E-04 -3.205164385362521E-03 -6.853800707404926E-03 -3.205164385362520E-03 -4.529092633491525E-04 2.174023523069522E-04 -6.948009743103436E-04 -6.948009743103396E-04 2.174023523069589E-04 2.854839819725191E-03 6.734296192609917E-03 2.854839819725185E-03 -6.465191547499755E-03 -6.465191547499754E-03 1.072428514101807E-02 
% FaceNodes
0 1 2 3 4 
4 8 11 13 14 
0 5 9 12 14 
% LIFT matrix
1.000000000000000E+01 6.756502488724246E+00 -2.666666666666663E+00 1.410164177942432E+00 -5.000000000000002E-01 7.500000000000022E-01 4.083333333333344E+00 5.333333333333344E+00 4.083333333333337E+00 7.500000000000001E-01 1.000000000000000E+01 6.756502488724258E+00 -2.666666666666668E+00 1.410164177942428E+00 -5.000000000000010E-01 
1.240990253030983E+00 1.166666666666667E+01 2.666666666666673E+00 -8.333333333333273E-01 2.590097469690184E-01 -2.778157826894099E-01 -1.890264240320814E+00 -1.974788681208872E+00 1.251122805306091E+00 7.488887560558574E-01 1.196525173832863E-01 -3.167789471972759E+00 1.267305688011592E+00 -5.264024263458570E-01 1.643765500665918E-01 
-3.749999999999989E-01 2.041666666666672E+00 1.166666666666667E+01 2.041666666666666E+00 -3.749999999999994E-01 1.562500000000054E-02 2.348220460997917E+00 1.666666666666659E-01 -1.327387127664582E+00 6.718750000000003E-01 1.562500000000104E-02 2.348220460997916E+00 1.666666666666658E-01 -1.327387127664580E+00 6.718749999999997E-01 
2.590097469690171E-01 -8.333333333333259E-01 2.666666666666662E+00 1.166666666666665E+01 1.240990253030981E+00 1.196525173832886E-01 -3.167789471972755E+00 1.267305688011586E+00 -5.264024263458548E-01 1.643765500665909E-01 -2.778157826894112E-01 -1.890264240320812E+00 -1.974788681208867E+00 1.251122805306087E+00 7.488887560558556E-01 
-4.999999999999999E-01 1.410164177942437E+00 -2.666666666666663E+00 6.756502488724237E+00 1.000000000000000E+01 1.000000000000000E+01 6.756502488724255E+00 -2.666666666666667E+00 1.410164177942425E+00 -5.000000000000002E-01 7.500000000000024E-01 4.083333333333345E+00 5.333333333333342E+00 4.083333333333330E+00 7.499999999999998E-01 
1.196525173832886E-01 -3.167789471972757E+00 1.267305688011590E+00 -5.264024263458590E-01 1.643765500665924E-01 7.488887560558579E-01 1.251122805306090E+00 -1.974788681208872E+00 -1.890264240320811E+00 -2.778157826894114E-01 1.240990253030986E+00 1.166666666666668E+01 2.666666666666671E+00 -8.333333333333317E-01 2.590097469690169E-01 
-1.394603757585134E-01 -1.112494223207196E+00 -1.420296491821500E+00 2.024944198420114E-01 3.074537195243392E-03 -8.562728694830156E-02 2.595799719118728E-01 1.252165018623973E+00 2.595799719118715E-01 -8.562728694830085E-02 -1.394603757585134E-01 -1.112494223207197E+00 -1.420296491821502E+00 2.024944198420117E-01 3.074537195243944E-03 
3.074537195243590E-03 2.024944198420111E-01 -1.420296491821500E+00 -1.112494223207192E+00 -1.394603757585128E-01 -1.394603757585129E-01 -1.112494223207197E+00 -1.420296491821502E+00 2.024944198420128E-01 3.074537195243799E-03 -8.562728694830127E-02 2.595799719118729E-01 1.252165018623973E+00 2.595799719118712E-01 -8.562728694830088E-02 
1.643765500665927E-01 -5.264024263458600E-01 1.267305688011589E+00 -3.167789471972753E+00 1.196525173832911E-01 1.240990253030985E+00 1.166666666666668E+01 2.666666666666671E+00 -8.333333333333333E-01 2.590097469690175E-01 7.488887560558586E-01 1.251122805306090E+00 -1.974788681208872E+00 -1.890264240320808E+00 -2.778157826894117E-01 
1.562500000000023E-02 2.348220460997917E+00 1.666666666666663E-01 -1.327387127664580E+00 6.718750000000009E-01 6.718750000000008E-01 -1.327387127664584E+00 1.666666666666659E-01 2.348220460997918E+00 1.562499999999971E-02 -3.750000000000002E-01 2.041666666666671E+00 1.166666666666667E+01 2.041666666666666E+00 -3.750000000000002E-01 
-8.562728694830092E-02 2.595799719118722E-01 1.252165018623972E+00 2.595799719118714E-01 -8.562728694830087E-02 3.074537195243923E-03 2.024944198420124E-01 -1.420296491821501E+00 -1.112494223207195E+00 -1.394603757585129E-01 3.074537195243943E-03 2.024944198420117E-01 -1.420296491821500E+00 -1.112494223207194E+00 -1.394603757585132E-01 
6.718750000000002E-01 -1.327387127664582E+00 1.666666666666659E-01 2.348220460997911E+00 1.562499999999931E-02 -3.750000000000006E-01 2.041666666666670E+00 1.166666666666668E+01 2.041666666666667E+00 -3.750000000000003E-01 6.718750000000004E-01 -1.327387127664583E+00 1.666666666666644E-01 2.348220460997914E+00 1.562499999999995E-02 
-2.778157826894116E-01 -1.890264240320809E+00 -1.974788681208868E+00 1.251122805306086E+00 7.488887560558557E-01 1.643765500665909E-01 -5.264024263458564E-01 1.267305688011589E+00 -3.167789471972754E+00 1.196525173832886E-01 2.590097469690161E-01 -8.333333333333305E-01 2.666666666666662E+00 1.166666666666666E+01 1.240990253030984E+00 
7.488887560558576E-01 1.251122805306091E+00 -1.974788681208869E+00 -1.890264240320806E+00 -2.778157826894115E-01 2.590097469690171E-01 -8.333333333333330E-01 2.666666666666667E+00 1.166666666666667E+01 1.240990253030984E+00 1.643765500665918E-01 -5.264024263458587E-01 1.267305688011593E+00 -3.167789471972753E+00 1.196525173832893E-01 
7.500000000000003E-01 4.083333333333342E+00 5.333333333333339E+00 4.083333333333328E+00 7.499999999999998E-01 -5.000000000000000E-01 1.410164177942426E+00 -2.666666666666665E+00 6.756502488724247E+00 9.999999999999996E+00 -5.000000000000001E-01 1.410164177942425E+00 -2.666666666666668E+00 6.756502488724251E+00 9.999999999999996E+00 
% Face Mass matrix
8.888888888888877E-02 2.592592592592601E-02 -2.962962962962964E-02 2.592592592592587E-02 -1.111111111111108E-02 3.791997098268052E-17 6.974622070380710E-17 -3.272525603613542E-18 -4.045685210441860E-17 -1.595501825910918E-17 8.888888888888878E-02 2.592592592592600E-02 -2.962962962962963E-02 2.592592592592593E-02 -1.111111111111112E-02 
2.592592592592610E-02 4.839506172839509E-01 6.913580246913574E-02 -6.049382716049372E-02 2.592592592592589E-02 -2.818925648462312E-18 -2.131523321813183E-16 -1.724345324088754E-16 7.939514731220776E-18 9.652307878704832E-18 8.102048636275533E-17 9.287068905026731E-17 3.386421736849187E-17 1.353303614546837E-16 2.713413974797603E-18 
-2.962962962962977E-02 6.913580246913580E-02 6.320987654320992E-01 6.913580246913578E-02 -2.962962962962966E-02 -2.775557561562891E-17 1.254639445665232E-16 4.999141736512514E-17 5.252591657905055E-17 8.737080241178759E-18 -1.683746141725834E-16 -2.046570142119482E-17 3.355914148931651E-17 -7.590708350452790E-17 -5.140707566635698E-18 
2.592592592592594E-02 -6.049382716049402E-02 6.913580246913581E-02 4.839506172839508E-01 2.592592592592596E-02 4.705437428587089E-17 2.143452444326845E-16 2.103611146233401E-16 -8.981604115752393E-17 -4.759356682852982E-17 6.714269855494088E-17 2.020465078225260E-16 3.849014663776335E-17 1.034942976530577E-16 2.179537221054246E-17 
-1.111111111111112E-02 2.592592592592590E-02 -2.962962962962962E-02 2.592592592592594E-02 8.888888888888885E-02 8.888888888888882E-02 2.592592592592590E-02 -2.962962962962960E-02 2.592592592592593E-02 -1.111111111111111E-02 -3.121008325296476E-18 1.291759395697082E-18 3.176137487930119E-17 -1.812580107079583E-17 -4.462475230762833E-18 
1.325077048982460E-16 4.075327467102053E-17 -6.455993142421243E-17 3.061648730648747E-17 -9.372411702803108E-18 2.434033877229957E-17 9.100455709864567E-17 1.427188808216529E-17 1.188973333823830E-16 1.527382384194115E-17 2.592592592592614E-02 4.839506172839509E-01 6.913580246913582E-02 -6.049382716049378E-02 2.592592592592589E-02 
-5.123001012766672E-16 -3.234197660069905E-16 -3.317066643173897E-17 -6.873789593780865E-16 -5.917255358076546E-18 1.404041813368728E-17 1.429245333716537E-16 2.871524253943652E-16 -2.007010201067933E-16 -5.326937634133685E-16 -5.061910660381852E-16 -5.915765818966818E-16 1.388601590423271E-15 -3.837071881447305E-17 -5.786639355267539E-16 
3.533041604576115E-17 -3.047714886402393E-16 -7.393666811719356E-17 -2.948508111388281E-17 -1.053385945749973E-16 -4.597017211338539E-17 1.185737783022886E-15 9.929680396824287E-16 1.119552862833522E-16 8.660251751035139E-17 8.941539741672669E-17 -6.173529934471624E-16 -8.457222466348565E-16 2.144376276544727E-16 3.195872801708197E-17 
9.222959419040954E-17 -1.585592247042313E-16 -9.853159949542485E-17 2.013421894005382E-16 5.852574934910161E-17 2.592592592592593E-02 4.839506172839506E-01 6.913580246913596E-02 -6.049382716049397E-02 2.592592592592594E-02 1.107813255183047E-16 2.371237669823300E-16 -4.651674879632964E-17 3.177183385180549E-16 7.902491158408876E-17 
-2.176243053032350E-16 -6.280354613488771E-17 9.386912401303891E-18 -8.776074876438458E-17 1.541229037289034E-17 -3.773023560249555E-17 -1.545244545989125E-16 4.788321934471716E-17 3.712091328184726E-17 -1.014242847832203E-17 -2.962962962962986E-02 6.913580246913559E-02 6.320987654320989E-01 6.913580246913578E-02 -2.962962962962961E-02 
6.469301634146937E-17 -4.276146393761096E-16 -7.118384625889841E-16 4.134359328490486E-16 1.129964352769331E-16 5.074066167232161E-17 -3.443589320021950E-16 5.766450964026651E-16 6.442828908407214E-16 -1.698613229667216E-17 -2.026329617350719E-17 -8.853532471685183E-16 4.268623425779932E-16 2.588131767107743E-16 -8.637507133574445E-17 
3.705478501360999E-17 -6.645369344892226E-17 2.731238831973088E-17 1.028781332309833E-16 -5.647031366289860E-17 -2.962962962962970E-02 6.913580246913571E-02 6.320987654320991E-01 6.913580246913592E-02 -2.962962962962957E-02 1.377767735236399E-17 1.699090856427709E-17 -1.057294945754056E-16 -4.718476748812093E-17 1.674578539931848E-17 
6.073038464976540E-17 -1.779509202592934E-16 4.961103203804526E-17 6.658064341413671E-17 -7.445859117105608E-17 -4.987329993433320E-17 -6.350651152258932E-17 5.750556838490830E-17 1.211232409178952E-16 -7.070609325587980E-17 2.592592592592597E-02 -6.049382716049365E-02 6.913580246913570E-02 4.839506172839508E-01 2.592592592592600E-02 
