% degree N
7
% number of nodes
120
% node coordinates
-4.444586917476147E-01 -7.479544258019846E-01 -7.479544258019847E-01
-5.963245664841627E-02 -7.479544258019846E-01 -7.479544258019847E-01
3.090936282745473E-01 -7.696978760915159E-01 -7.696978760915156E-01
6.505676334041317E-01 -8.252838167020657E-01 -8.252838167020659E-01
-9.999999999999998E-01 -5.022113703611154E-01 -8.066993054546144E-01
-7.479544258019847E-01 -4.444586917476145E-01 -7.479544258019847E-01
-4.220980148456597E-01 -4.220980148456598E-01 -7.337059554630208E-01
-5.963245664841604E-02 -4.444586917476145E-01 -7.479544258019847E-01
3.089106758157300E-01 -5.022113703611155E-01 -8.066993054546145E-01
-1.000000000000000E+00 -9.895829633478342E-02 -8.020834073304335E-01
-7.479544258019848E-01 -5.963245664841617E-02 -7.479544258019847E-01
-4.444586917476145E-01 -5.963245664841617E-02 -7.479544258019847E-01
-9.895829633478317E-02 -9.895829633478342E-02 -8.020834073304335E-01
-9.999999999999999E-01 3.089106758157299E-01 -8.066993054546144E-01
-7.696978760915159E-01 3.090936282745473E-01 -7.696978760915156E-01
-5.022113703611156E-01 3.089106758157299E-01 -8.066993054546144E-01
-1.000000000000000E+00 6.505676334041316E-01 -8.252838167020657E-01
-8.252838167020660E-01 6.505676334041316E-01 -8.252838167020657E-01
-1.000000000000000E+00 8.717401485096062E-01 -8.717401485096065E-01
-1.000000000000000E+00 -1.000000000000000E+00 -5.917001814331422E-01
-8.066993054546143E-01 -1.000000000000000E+00 -5.022113703611155E-01
-4.666714451319731E-01 -1.000000000000000E+00 -4.666714451319730E-01
-6.665710973605421E-02 -1.000000000000000E+00 -4.666714451319730E-01
3.089106758157298E-01 -1.000000000000000E+00 -5.022113703611155E-01
5.917001814331423E-01 -1.000000000000000E+00 -5.917001814331422E-01
-9.999999999999999E-01 -8.066993054546143E-01 -5.022113703611155E-01
-7.479544258019848E-01 -7.479544258019847E-01 -4.444586917476145E-01
-4.220980148456598E-01 -7.337059554630206E-01 -4.220980148456597E-01
-5.963245664841621E-02 -7.479544258019846E-01 -4.444586917476145E-01
3.089106758157298E-01 -8.066993054546143E-01 -5.022113703611155E-01
-1.000000000000000E+00 -4.666714451319730E-01 -4.666714451319730E-01
-7.337059554630208E-01 -4.220980148456598E-01 -4.220980148456597E-01
-4.220980148456598E-01 -4.220980148456598E-01 -4.220980148456597E-01
-6.665710973605415E-02 -4.666714451319730E-01 -4.666714451319729E-01
-1.000000000000000E+00 -6.665710973605414E-02 -4.666714451319730E-01
-7.479544258019847E-01 -5.963245664841613E-02 -4.444586917476145E-01
-4.666714451319730E-01 -6.665710973605418E-02 -4.666714451319729E-01
-1.000000000000000E+00 3.089106758157300E-01 -5.022113703611155E-01
-8.066993054546145E-01 3.089106758157300E-01 -5.022113703611155E-01
-9.999999999999999E-01 5.917001814331420E-01 -5.917001814331421E-01
-1.000000000000000E+00 -9.999999999999998E-01 -2.092992179024789E-01
-8.020834073304337E-01 -1.000000000000000E+00 -9.895829633478323E-02
-4.666714451319729E-01 -1.000000000000000E+00 -6.665710973605418E-02
-9.895829633478315E-02 -9.999999999999998E-01 -9.895829633478337E-02
2.092992179024789E-01 -1.000000000000000E+00 -2.092992179024789E-01
-1.000000000000000E+00 -8.020834073304335E-01 -9.895829633478323E-02
-7.479544258019847E-01 -7.479544258019846E-01 -5.963245664841610E-02
-4.444586917476146E-01 -7.479544258019847E-01 -5.963245664841617E-02
-9.895829633478337E-02 -8.020834073304335E-01 -9.895829633478323E-02
-1.000000000000000E+00 -4.666714451319729E-01 -6.665710973605418E-02
-7.479544258019848E-01 -4.444586917476144E-01 -5.963245664841617E-02
-4.666714451319730E-01 -4.666714451319729E-01 -6.665710973605418E-02
-1.000000000000000E+00 -9.895829633478312E-02 -9.895829633478337E-02
-8.020834073304336E-01 -9.895829633478311E-02 -9.895829633478344E-02
-1.000000000000000E+00 2.092992179024790E-01 -2.092992179024791E-01
-1.000000000000000E+00 -9.999999999999998E-01 2.092992179024789E-01
-8.066993054546145E-01 -1.000000000000000E+00 3.089106758157299E-01
-5.022113703611155E-01 -1.000000000000000E+00 3.089106758157299E-01
-2.092992179024792E-01 -9.999999999999998E-01 2.092992179024789E-01
-1.000000000000000E+00 -8.066993054546144E-01 3.089106758157299E-01
-7.696978760915159E-01 -7.696978760915157E-01 3.090936282745473E-01
-5.022113703611156E-01 -8.066993054546143E-01 3.089106758157298E-01
-1.000000000000000E+00 -5.022113703611155E-01 3.089106758157299E-01
-8.066993054546145E-01 -5.022113703611155E-01 3.089106758157299E-01
-1.000000000000000E+00 -2.092992179024789E-01 2.092992179024789E-01
-1.000000000000000E+00 -9.999999999999998E-01 5.917001814331421E-01
-8.252838167020657E-01 -1.000000000000000E+00 6.505676334041317E-01
-5.917001814331423E-01 -9.999999999999998E-01 5.917001814331421E-01
-1.000000000000000E+00 -8.252838167020657E-01 6.505676334041317E-01
-8.252838167020657E-01 -8.252838167020657E-01 6.505676334041317E-01
-1.000000000000000E+00 -5.917001814331422E-01 5.917001814331425E-01
-1.000000000000000E+00 -9.999999999999997E-01 8.717401485096063E-01
-8.717401485096068E-01 -9.999999999999997E-01 8.717401485096063E-01
-1.000000000000000E+00 -8.717401485096063E-01 8.717401485096066E-01
-1.000000000000000E+00 -1.000000000000000E+00 1.000000000000000E+00
% r collocation differentation matrix
-1.400000000000001E+01 1.893759860711737E+01 -7.569289819348477E+00 4.297908164265161E+00 -2.810188989257935E+00 1.941659425544115E+00 -1.297687388320226E+00 4.999999999999959E-01 1.063382652223037E-15 -2.315404709048613E-15 4.294375596808842E-15 -2.009852428746705E-15 4.405951813897348E-17 -1.273013360828447E-15 2.536262262953800E-15 -8.215023649411485E-16 1.974235418037818E-15 -3.383233347303859E-15 2.712956217296363E-15 -1.490876275722727E-15 -6.818705594961158E-16 -6.842184286466229E-16 2.078552361845724E-16 -2.471059389563992E-15 -9.640169429474567E-16 9.003815275288938E-16 -8.223143269672964E-16 3.226334167024310E-15 -2.203832719162788E-15 2.143344925419973E-15 2.244678810293666E-16 -2.367058306494051E-15 -1.320884153806721E-15 1.108251631996067E-15 2.013227858909428E-15 -1.278882657349310E-15 1.747721113132226E-15 -1.761605892730098E-15 4.431029594107285E-15 -3.707910162068441E-15 9.672588963068221E-16 -1.972941363750142E-15 1.401090013062901E-15 -2.635027475841122E-15 6.284769354670990E-15 -2.970416340566885E-15 1.589686425155723E-15 9.433361229265148E-16 -2.801600307627486E-15 1.060832033402448E-15 -3.645846583765153E-15 1.095610414330935E-15 -1.126806447066469E-15 2.491689515150977E-15 -1.008102117905176E-15 -3.762304699847597E-15 2.611179422593369E-15 -3.063898132959570E-16 8.401598327608697E-16 6.584301481729909E-16 -3.802630439080405E-16 1.003279461655227E-15 -1.842151490055663E-15 8.717039005405019E-16 -2.193078878144351E-15 1.640456398331978E-15 -2.739864806156201E-15 5.535965263199210E-15 -3.465787773506657E-15 1.057073199828114E-15 1.202408185503824E-15 -2.585151826684229E-15 3.476290200588125E-15 2.453498474069042E-16 -6.355542820431583E-16 -2.473329656319055E-15 4.544322070944048E-15 -2.547686422605362E-15 -7.674271260967601E-16 2.491772394059207E-15 -2.047187997799085E-15 6.864722826990924E-16 4.209425281847676E-17 1.742552585421022E-15 -4.090960798907450E-16 1.672378526728078E-15 -3.277718995537858E-15 4.233359173570413E-16 8.283379811164325E-16 -1.675642598546331E-16 1.403617779644378E-15 -2.777140179511378E-15 -2.277491734128034E-15 -1.198733151450756E-15 -2.800900990191658E-16 3.111110042654383E-15 2.064640904140600E-15 1.722988179682837E-16 -1.405566081007748E-15 2.438961648373969E-16 5.944375071093434E-16 -2.196419140390087E-16 -2.486388947642432E-15 6.177201752656935E-16 -1.672879415592889E-16 1.615984922843102E-15 5.463974131761412E-16 8.270652904287932E-16 -1.443734237398050E-15 -3.426673835969922E-16 -1.288383571654570E-16 -2.472598655520423E-16 2.705043783326608E-16 -3.660763776506935E-16 -8.673176817339792E-16 -1.037658876145842E-16 1.712898924055154E-16 4.680283001745191E-16 4.121725874907863E-16 -2.720806173376680E-16 
-3.209915703002997E+00 1.088264866376171E-14 4.543585064566562E+00 -2.112061214314545E+00 1.294232050913502E+00 -8.694480983314931E-01 5.735654149402636E-01 -2.199575147713037E-01 9.670970820794253E-16 -1.009997523183034E-15 9.720672008874665E-16 -1.403580404124009E-16 9.027557708250503E-17 5.078107162396555E-16 -5.197067360584401E-16 -1.094731616730076E-15 1.148947190442936E-15 -4.016625467656839E-17 2.384846847097124E-16 -3.045859857925452E-16 2.998166384645308E-16 3.441250996693261E-16 -6.815734093674944E-16 1.995047154976104E-17 1.415280792813606E-16 -8.318631048133568E-18 -1.384723823779313E-16 -2.473683728986301E-16 -1.638017927294406E-16 2.547481988923206E-16 3.452047309006886E-16 4.884775322530432E-16 -1.432865651977891E-16 -3.511089353560584E-16 -2.685194633779968E-16 2.738262368786839E-16 3.247437526528953E-16 -4.769336506367086E-16 3.610499543005658E-16 8.786015596140825E-17 -3.823798927364100E-16 6.164464202877161E-16 -5.354232343447534E-16 -1.502401766476486E-15 2.587719199756770E-15 4.439900597073094E-16 -1.613180734513407E-15 -3.413280363771758E-16 6.630143967108245E-16 -1.074417029223781E-16 7.049893975843851E-17 -1.908737834298459E-15 1.619671366343463E-15 -7.589413991236740E-18 -4.455522019458473E-16 2.475963213525467E-15 -1.732750376286623E-15 2.995028554528254E-16 -5.458421276127583E-16 -2.970208705432476E-16 6.297720317328252E-17 4.386066242564167E-16 9.258826711187117E-17 -1.878246703265142E-16 2.516508690009753E-16 -3.838214865747282E-16 -5.066941557247935E-16 1.672457466741909E-15 -9.696604445050365E-16 5.006905062671839E-16 6.564004342421998E-17 -2.449419899768113E-15 1.404165564698431E-15 3.785661147058398E-16 -6.321900497420501E-16 1.586798391014171E-16 -2.818856695401549E-16 1.084177092294938E-15 -5.675456440254863E-16 1.390578251858491E-16 1.156173704742896E-16 -1.079218422072700E-16 -6.646909747125576E-17 -2.230714384943223E-16 -9.101542610473771E-17 1.119857005663972E-18 1.377549475838284E-16 5.285931613681825E-17 -4.894490840448455E-16 1.301058588450666E-16 2.019418272727850E-16 6.150622768940136E-16 -6.479660253977671E-16 2.428015344643479E-16 -1.422928841230008E-16 -2.961715292496822E-17 6.672838228911230E-17 1.616024600403616E-16 -2.714738396733942E-16 3.528826950744282E-17 1.251938062523117E-16 1.695352478788173E-16 -8.236783681883615E-17 3.161720338513654E-16 -5.266466703163132E-16 -3.111585113171247E-16 1.511891131521010E-16 -1.993008957133294E-16 1.352396898631779E-16 7.554094162130447E-17 9.390967668249086E-17 1.186157645256096E-16 -9.738617725224832E-17 1.646731635123541E-16 7.287789199732837E-17 1.019445822160097E-17 -1.330863438783175E-16 -6.404198249233023E-17 -9.552053006243326E-17 1.060228756500536E-16 
7.924766813205156E-01 -2.806475794736430E+00 -6.499800918691603E-15 2.875517405972509E+00 -1.372785831806029E+00 8.450225565065105E-01 -5.370395861576606E-01 2.032845689005927E-01 -5.825697642662141E-17 -1.946890108543878E-16 -8.636453006987274E-17 -2.692865616787636E-16 3.119443559034487E-17 -1.148792284547044E-16 -2.539560537693290E-16 -4.468202323772814E-17 4.867995553977483E-17 -1.446541481081460E-16 4.216500737134960E-18 1.963841743000711E-16 1.656733580525640E-16 3.226491127243882E-18 -2.915263982035211E-16 1.833332666407878E-17 1.469090426418238E-16 -1.315519988303560E-16 2.139309303831063E-17 2.776329203412280E-16 4.880898223909434E-16 -1.493435466393204E-16 -4.410363774898092E-16 -4.394917313626983E-16 1.791859099297084E-16 4.868180647183375E-16 -2.627061609351627E-17 -1.781086778552138E-16 -1.603769595690092E-18 -7.473265146099293E-17 -1.860664827921219E-16 -2.695412359448163E-17 -2.616668973154922E-18 -2.865392098253018E-16 -1.015364417918959E-16 1.459178096034832E-16 6.561790480349698E-16 -1.161066451278603E-15 9.823793969080099E-16 1.599635435816083E-16 4.515417428740176E-16 -7.700590898460046E-17 -4.602425153142079E-16 4.866304100881608E-16 3.408806588537697E-18 4.804190125083412E-17 -3.888291842554123E-18 -6.551887653705755E-16 -7.051365474880544E-16 9.492230140589275E-17 4.742270556478944E-16 1.208516204459065E-15 -8.139535289693869E-16 -8.947613117379313E-16 5.128087131729459E-16 1.523042316911371E-16 6.013204945909064E-17 1.428556953938205E-16 4.011182202761008E-17 -4.859486767474636E-16 2.183536066970756E-16 7.788908103129419E-18 1.930315623503438E-16 -2.336180204981483E-16 3.375977987078243E-16 1.148918220590148E-15 -5.168686719844129E-16 6.263059500046340E-16 1.172686832904732E-15 -1.553923550233943E-15 -1.947724566897040E-16 -8.534886656010072E-16 2.896534313361356E-16 -5.959582233106526E-17 2.956168795703987E-16 -8.771186329786494E-17 1.812927491283660E-16 -1.707164862043001E-16 -5.694381223742025E-17 2.140012469272976E-16 4.643369514425343E-17 -5.493389043412621E-17 -4.032110694060137E-16 -1.660617696739399E-16 -5.004034837445526E-16 3.453193690310368E-16 -1.452346642766769E-17 4.216567315325122E-16 -5.751155884371977E-16 -1.036930962643436E-16 1.375775934195383E-16 -1.108608056297566E-16 -1.326509013182867E-16 -4.619107611531967E-16 1.916510589932623E-16 -5.095901114903067E-17 5.024920272796063E-16 1.855156941594895E-16 -6.278156447889290E-18 -2.661102544956874E-16 2.098394502364481E-16 9.219478859502743E-17 -8.759124582543138E-17 2.168829553073139E-16 -7.171737279189032E-17 -5.921991579007843E-17 -1.199600498610309E-16 -7.728483668626208E-17 1.268125922162226E-16 -7.230725793233897E-18 7.375695245607495E-17 -9.176630887400806E-17 
-3.721504357285957E-01 1.078944688790453E+00 -2.378187233515509E+00 4.101212869959896E-15 2.388924359158237E+00 -1.135358016881111E+00 6.611573509003111E-01 -2.433307127237910E-01 1.735482415925142E-16 -1.786398942737814E-16 -7.780135748957786E-19 4.702337544114942E-16 -1.522519794506985E-16 -4.531486705800572E-16 3.185949855707856E-16 -2.667221008070746E-16 1.703086845442085E-16 -2.643723547980010E-17 -2.320468734712497E-16 2.728108949900044E-16 -7.428642587190319E-17 2.669166699801189E-16 -6.085238514795967E-17 6.152514467947079E-17 -1.864065096260278E-16 1.075096653552778E-16 5.651216392614602E-18 -1.505219450503946E-16 -3.112984773251198E-17 -1.296091279747035E-16 2.605472725221688E-17 2.493219720782292E-16 6.807565877539886E-17 -1.663054667972242E-16 -7.384913458220171E-17 1.221949459204311E-16 1.826041781143182E-16 -2.128989959494781E-16 3.742214723422656E-17 7.964480463628986E-17 3.700689827129753E-16 -6.566698151906368E-16 4.125942139529653E-16 -2.400715208259503E-16 3.311033697299160E-16 6.864755105881978E-17 -1.334119837250731E-16 3.146806676718489E-16 -1.732397000532657E-16 1.966630152890409E-16 -3.177005992756354E-17 -5.526970062077168E-16 -7.182932114621527E-16 1.016719240396116E-16 -3.817946326977746E-16 1.008658677468172E-15 3.463176738823619E-16 2.098817299725607E-16 4.546799421897010E-17 -5.366695339588740E-16 -4.208427334988578E-17 4.720421413425986E-16 -1.928226743929857E-16 -1.315295093632112E-16 -2.121524687449904E-16 2.995239029491149E-16 2.331129688072189E-17 -4.732675958543137E-16 5.411366821095540E-16 -1.739761493728411E-16 -3.169010249959935E-17 -3.427439842391532E-16 4.617472186593267E-16 -5.171404859692628E-16 1.156419499746032E-16 1.215025156424000E-17 -7.015856117409428E-16 4.984843090391025E-16 1.508936576875462E-16 -1.037298298287969E-17 4.237894061516027E-16 -6.411572233765081E-17 -1.193962468620291E-16 -5.680711756895159E-17 -2.019489143517580E-17 -1.030719118516244E-16 4.791590264095863E-17 4.191589431776696E-16 -2.167856389408172E-16 -5.374734556512206E-17 -2.986916069148782E-16 -8.954272972830426E-17 -1.183307828238931E-16 2.558323312106828E-16 8.930042538299296E-17 3.552210961471370E-16 -1.041724057371940E-16 3.981628842691096E-17 -6.071242295353182E-17 4.272019797854912E-17 5.750421777292263E-18 2.162499407186773E-16 -4.153499252009952E-16 8.122092437995558E-17 -8.562379027056729E-17 -1.572199746833196E-16 -4.649924267275781E-18 -4.697951997557769E-17 5.493735313694647E-17 6.992969289034765E-18 3.127136745542455E-17 -2.000359705031561E-17 5.381991745784801E-17 4.423464444194425E-17 -1.158407583126489E-16 2.113726438808962E-17 -9.133631944209137E-17 1.042068941516131E-17 -2.682593016721398E-17 3.315093273609404E-17 
2.433307127237919E-01 -6.611573509003115E-01 1.135358016881112E+00 -2.388924359158239E+00 -2.404290849680235E-15 2.378187233515507E+00 -1.078944688790452E+00 3.721504357285945E-01 -3.322112016384781E-16 2.379307585185998E-16 -6.025391566662117E-17 5.191890276209465E-16 -2.962350682472753E-16 2.117584623464400E-16 6.646621742284163E-17 1.442024013766666E-16 -2.187158592322312E-17 3.541105443341949E-16 -1.054433100042441E-16 -9.747522464056204E-17 -3.789735440476510E-17 -2.244226117033707E-16 -1.542719426463967E-16 2.807658921786688E-16 -2.639068666548761E-17 1.608072366972884E-16 -1.755582849820349E-16 -3.855313499747391E-16 2.294021933171594E-16 1.114787323778840E-16 1.943614277823700E-16 1.200046045737908E-16 -9.387778896366711E-18 -2.135896009448083E-16 -3.846964688310337E-17 1.197157115670843E-16 -3.472901572522067E-16 3.758047016904975E-16 -4.692435077567488E-18 5.294605595686138E-17 -1.533485665377522E-17 2.115630545877239E-16 -7.142544563744643E-17 3.697734567854756E-16 -4.555541196141860E-16 -1.652922704075286E-16 7.984629912664836E-17 -2.960312276095927E-16 6.333591346954367E-18 -4.127560137799923E-16 1.693295506088768E-15 -3.717099517531629E-16 -7.556528413107527E-16 8.061322898844746E-17 3.556919002595274E-16 -4.145633480494041E-16 5.780864266208256E-16 -2.380787976633748E-16 -3.617238355986888E-16 1.174688209257538E-17 3.181086591188496E-16 -2.232460953152330E-16 1.956681015996059E-16 -1.554934261516164E-16 2.356386651452103E-16 -3.418750907651678E-16 -2.438865786107246E-16 3.197113899880865E-16 -1.014709460244314E-16 4.012832280033412E-17 -1.287014645497059E-16 4.353612919919998E-16 -4.128820966448656E-16 2.199179454386017E-16 -2.813852731719528E-16 2.564994348658126E-16 -4.860018723776361E-16 5.866408907063771E-16 2.199033811252514E-16 2.091725966664990E-16 -3.543758321983808E-16 -1.974892423186878E-16 -2.501940757298311E-16 1.362754080365024E-16 5.530598248470552E-17 -1.688490932445574E-16 1.496621829613761E-16 1.304109791437905E-16 -3.264341554368232E-16 2.866630361377938E-16 2.543622760659266E-16 5.439776352347281E-16 -1.102860997114956E-16 -4.343316482394129E-17 2.156646454075667E-17 -2.723725996246207E-16 -1.307352029110226E-16 5.199383069366015E-16 -3.774114583891715E-16 -3.234848292919142E-17 3.446893251334368E-17 -1.029905310531812E-16 3.968499500473146E-16 5.718596939456809E-17 -3.651761885804860E-16 -2.859876445533962E-16 1.940298664864523E-16 -1.709065137872094E-16 1.789564637812756E-16 1.655211733983637E-18 1.928698840391187E-17 -5.804609944382483E-18 -4.882494366458209E-17 2.445303503910419E-16 1.442318760603292E-16 -2.250548285556836E-17 9.511087141376954E-18 -1.115497729095721E-16 -7.760294569109505E-17 6.842247291290817E-17 
-2.032845689005936E-01 5.370395861576625E-01 -8.450225565065113E-01 1.372785831806028E+00 -2.875517405972505E+00 2.066594624380293E-15 2.806475794736431E+00 -7.924766813205132E-01 8.323399844070576E-16 -4.919810945354866E-16 8.047272145286827E-16 -8.688091275818482E-16 -1.977008545700256E-16 -4.874796339421613E-17 -4.009580245180948E-16 -3.179291558549231E-16 -2.900912277119166E-16 -6.176777085184050E-16 8.673992008198611E-16 -1.115598147626588E-16 5.452847232332574E-16 1.696255325757642E-16 -7.103155271894639E-17 -1.893664327819435E-16 4.290304678477722E-17 -1.121533897178427E-16 -3.795252128085667E-17 4.309627072395511E-16 -7.487369297598093E-17 1.176890927007945E-17 -4.546272000580760E-16 -4.714715993539540E-17 -8.562912242251904E-17 3.354859071248036E-16 7.713968149986683E-17 -1.906726420338015E-16 4.839279649616028E-16 -3.899493759412455E-16 8.572943247224244E-19 -2.305736746343809E-17 -2.203649795174288E-16 1.622915874485920E-16 -1.420182647077035E-16 -4.407294997956862E-16 7.244924125261934E-16 -7.533873408329921E-16 7.773309721791584E-16 -7.245282389657610E-16 1.587260167211849E-16 3.662610268725223E-16 -7.543472409143588E-16 6.756611786982834E-16 1.426899165309802E-15 -3.266161113830485E-16 -3.186796435264217E-16 -3.738516498031534E-16 -2.424374239506463E-16 -2.324758621772056E-16 9.574152029228797E-16 -3.056150017322062E-17 -3.079297216666787E-16 4.766335185804097E-17 -1.951896469472055E-16 1.891122174673208E-16 -1.791231480918659E-16 -4.301933991103721E-16 7.642997885470717E-17 3.120986810037086E-16 3.911244620115486E-16 -7.120602021160531E-17 3.688336649300065E-16 -9.865149875340632E-16 2.725693662398115E-17 1.182500825455730E-15 1.130220927240249E-16 -3.794215399954677E-16 3.757909601709751E-16 -8.322438596114531E-16 -4.344638488473611E-16 -2.738008455938953E-16 -3.557095041849731E-16 6.888463079334304E-16 1.038904042162897E-15 -5.278681926321837E-16 1.329275973826093E-17 2.305687484110093E-16 -1.966424983373224E-16 3.066402321110727E-16 -1.172835151303358E-16 -2.379668060304953E-16 -7.917383438397211E-16 2.408661060269987E-16 -3.721953710818134E-17 2.258153011650660E-16 1.853057110641183E-16 4.052162281723922E-17 3.800347946893121E-17 -5.943687638475161E-16 3.897490665216227E-16 -3.434901843135312E-17 2.964722644126196E-17 -1.517264978504227E-16 -5.348679893342202E-17 -2.272990445972691E-16 5.442839915278409E-16 7.897922190829089E-17 -1.983753690035454E-16 3.279348257129733E-16 -3.142456613869200E-16 1.092919228678779E-16 -8.995743774140467E-17 5.235390869294851E-17 9.427768591109733E-17 -1.180137881118187E-16 6.735713782260722E-17 -7.758717533116526E-17 -1.362951566588484E-17 2.698418783751720E-17 8.975576731848526E-17 -3.778516108667018E-17 
2.199575147713046E-01 -5.735654149402648E-01 8.694480983314932E-01 -1.294232050913502E+00 2.112061214314545E+00 -4.543585064566570E+00 9.851165329736210E-15 3.209915703002984E+00 4.057455431556930E-16 -6.433671081425184E-16 4.708981076330389E-16 2.243616200932214E-16 -6.503554587778770E-16 1.545334488975653E-15 -1.345754203333998E-15 -1.449710622355432E-16 1.698632957939256E-16 -1.107413492995030E-15 1.027375317436721E-15 -1.210190846532614E-15 1.051103831119799E-15 -1.957816103496522E-16 1.102907796596929E-15 9.196035061403236E-16 -8.654930602156472E-16 -5.882575575958989E-16 -3.246911243050332E-16 -7.320810247652832E-16 4.431661345239533E-16 9.938647848123619E-17 9.540353059946077E-16 2.642198575017412E-17 -4.285207748591689E-16 -8.912981213891916E-16 5.696597744315124E-16 1.892448376357029E-16 -1.878273553090472E-16 7.599064721086111E-17 1.765331009706929E-15 -1.419863788292349E-15 7.141735676988621E-16 -9.555632625995847E-16 1.522637028164790E-16 -5.775070401220580E-16 -1.651338940735060E-15 1.285280321473416E-15 -6.742299206816368E-16 -9.536989355453012E-16 1.568893934019210E-15 5.353239436232024E-16 -1.818504470498474E-17 -1.780676157692922E-15 3.598514806603741E-15 -1.856133348728659E-15 -7.597340599968376E-17 1.595496623177770E-15 -2.220021267798483E-15 6.319943900561464E-16 -8.573768772377703E-16 -1.621875052161479E-16 9.215232420797780E-16 9.340373504348810E-16 -4.935551868207872E-16 -2.270937270129914E-16 2.612722049909051E-16 6.381958747091404E-16 2.033031174706753E-16 -9.683253977754187E-16 6.797949838902892E-16 -5.204499247997076E-16 5.347263665843308E-18 -2.210430858844188E-15 -2.103885594626934E-15 3.559461447875460E-15 -6.126300129971354E-17 4.604328223887170E-16 1.721958477305534E-15 -2.332155851088992E-15 1.368818009037877E-16 9.570506163993660E-16 4.024143669739700E-16 -2.296115847598637E-16 -1.501014107994631E-15 7.147175244881469E-16 1.009209677451905E-16 -2.527773974299698E-16 3.740784483191643E-16 -2.914148751264280E-16 -2.022302059271444E-16 3.043268622124466E-16 1.455333388206314E-15 -9.693997577762989E-16 2.460522448475135E-15 -2.288584603974816E-15 -8.708760025817154E-16 -3.241418849619727E-16 7.647343733715819E-16 5.820176514046021E-16 -5.780141124570848E-16 7.821378153288615E-17 -3.000361116895513E-17 -5.948575597934103E-17 5.864830785369377E-16 2.265599751682712E-17 -5.329943462790397E-16 -2.101737620058332E-16 2.025561031643529E-16 -7.741833868093351E-16 9.918993870475860E-16 -1.956931781825203E-17 2.736791502504456E-16 -3.069880971762834E-16 -2.402766989118689E-16 1.116711477083259E-16 1.884827058040433E-17 8.260960046654837E-18 -2.103803881643230E-16 2.638279808219237E-16 6.783853764708065E-18 -1.288066586140698E-17 
