% degree N
3
% number of nodes
20
% node coordinates
-1.013662826010233E-02 2.807826829518567E+00 3.217111489751430E+00 -7.168636049690866E-01 9.799429390860892E-02 3.438216158979606E-02 3.881107942589840E+00 -5.675994912914893E-01 -1.208310383663085E+00 -3.149851469994187E+00 -4.320854944786953E-01 -3.573365471752480E-01 3.615146067671049E+00 3.329163421404809E+00 -5.537128216788912E-01 -1.374342414788052E+00 5.291710937242903E-01 -8.939412146823297E-01 -3.330154262217864E-01 4.570468700739804E-01 -1.227734742059253E-01 -3.745623131310502E-01 -7.311283361660873E-01 -2.535034195835777E-01 2.652178265072582E+00 2.387950081711575E+00 -1.777517690581681E+00 -1.251476811959386E+00 1.416842240603860E+00 1.308655792709369E+00 -9.047161085989625E-01 
-1.112425466431280E-01 1.772061673764578E-01 3.257369740757873E+00 2.533823050212807E+00 4.802778507240220E+00 -9.105123704973016E-01 -7.894679339302317E-01 -2.379187450052934E+00 -1.148290717768758E+00 1.465280968631707E+00 2.281572876672728E+00 -2.520946546400058E-01 2.447516234598833E+00 -7.438910485577825E-01 -5.841550089070744E-01 2.161549538166228E+00 -8.958535397017960E-01 -1.320346038655092E+00 -2.877215958450317E-01 -4.230263300504645E-01 -8.147507877924352E-02 6.792512750800833E-01 2.789790373927413E+00 -1.518707811223572E+00 -2.502260284893905E+00 -3.342917720958243E-01 -5.338962092344162E-01 1.461593377073459E+00 -1.199029049591821E+00 1.397659525055960E+00 1.281760705174769E+00 
1.424741543906058E+00 1.562531332632415E+00 1.182882090688693E+01 1.492785520984525E+00 2.126171741139221E+00 5.199296174726795E+00 1.867115555916854E+00 3.797755474817382E+00 -1.917380490700679E-01 5.913163845009039E+00 -1.303629100973113E+00 -1.134686467570305E+00 -2.430777092906653E+00 -2.050100538561023E+00 -1.737458153288019E+00 -4.129896324247031E+00 -3.224253125143691E+00 -6.121741524949061E-01 -1.206393140802305E+00 -8.816616136524161E-01 -1.093009413651604E+00 -9.030246200513689E-01 5.011100375161696E+00 2.768071289809825E+00 4.232987627545066E+00 3.915529457887584E+00 3.247561457477355E+00 2.466229742653147E+00 2.356948540715234E+00 2.206103098084098E+00 1.481888107059223E+00 
% cubature projection matrix
-2.792333322524302E-02 -2.378112826723497E-01 -7.521546482536512E-03 2.400299505227944E-01 -2.272379875403951E-01 -2.825801155528621E-01 3.148922318809542E-01 4.753343627551615E-01 5.579567477547634E-01 2.677856656026903E-01 6.555617970548717E-04 -3.470149129153604E-02 2.664499405913303E-01 1.061086874360512E-02 -1.735409417490937E-01 7.364640848631713E-01 2.497459851730459E-01 -1.347485428100279E+00 -3.937499275316907E-01 -3.020251608964147E-01 -3.064031406720834E-01 -4.425608674237334E-01 -4.660435624293255E-01 -4.657494908055526E-02 3.635437877549665E-02 -8.684876130757413E-02 -8.571959765880605E-02 -2.219649865641379E-02 -1.486966926250841E-02 2.354414015970634E+00 -4.899532897309979E-03 
4.533793791545868E-02 6.364265272648535E-02 -5.312668536352712E-02 2.125225059446488E-01 -1.791448127052903E-01 -1.033338702162088E-01 -3.381814572139547E-02 -5.815750769484786E-02 -2.229403628818793E-01 -1.935203811769870E-01 -6.910915136960813E-02 4.267061698717183E-02 8.839880181056937E-02 5.949280461566013E-03 -3.804330195805734E-01 2.800136441641721E-01 -4.158033897128268E-01 -3.367655462518654E-01 1.237944362022223E-01 1.821254121837768E-01 2.093449935676711E-02 -1.478764220175376E-03 1.518074876150940E+00 4.084152743870135E-02 1.728366085284956E-01 -2.855101950147482E-01 5.950973505742604E-02 -4.110847214715645E-02 -5.084152597343358E-02 4.241886991298850E-01 1.442505959722264E-01 
3.504691184099656E-02 9.327240068531598E-02 -4.866892585942844E-02 -3.080689022315902E-02 -7.553090206939078E-02 -1.884159797179282E-01 -2.957641537317768E-03 -1.598125779998988E-02 -2.252723520528816E-01 7.416627868327172E-01 -1.652155200401715E-01 -1.394645428984801E-02 3.102253584312232E-01 -2.855696963945368E-01 1.353589217858546E-01 1.178570896147422E-01 -7.149449722647605E-02 -5.476081245555955E-01 -1.597545612940645E-01 -2.621348863343612E-01 1.760788524947180E-01 2.457979595346661E-01 1.880516643763164E-01 8.762429152528706E-02 7.967468609961639E-02 3.973076100100037E-02 -2.437617550301153E-01 3.843553310035023E-01 -4.850520704833209E-02 -4.755696413398675E-02 7.984446003816269E-01 
-9.666497008455298E-02 -3.677186656406050E-02 2.128717373253570E-03 -3.234475482193453E-01 1.977039751426097E-03 1.363355621703847E-01 1.472104040640380E-01 2.301187090335244E-01 -6.832620963244945E-01 -7.382713851429749E-01 -2.121385084994945E-01 4.714468917539285E-01 4.018952688559428E-01 -2.989475864556211E-01 -2.224551806421666E-01 5.403550244160685E-01 -9.281831648840618E-01 9.083935912008810E-01 2.146610443765164E-01 -4.732638182951214E-01 -4.106654932234190E-01 1.931606436326631E-01 1.687309669922773E-02 1.654133409797372E-02 -7.571504490570231E-02 -6.198633517358427E-02 -2.133589957170274E-01 2.508994178176769E+00 -9.796563021108632E-03 -2.702475408436645E-04 -4.892700909007718E-03 
5.678507318461359E-02 -1.595904017142984E-01 -5.197420930445902E-02 -3.282975333956249E-02 9.397575624247057E-02 3.609009941266564E-03 2.097575992936855E-01 -2.975378586568219E-01 -8.359479279048787E-02 2.185938029821706E-03 -4.687774386557626E-05 2.867844851328800E-02 9.155212083217519E-02 -7.722119269317616E-02 -1.842932379911784E-01 -4.525255423525321E-01 2.896502200576394E-01 -2.063502075626818E-01 -2.446890561201134E-01 2.868466468116013E-02 8.789361329353593E-02 2.420154401574832E-01 -3.236317950442747E-01 2.913280807506018E-02 1.753831628146607E-01 1.376229919206457E+00 6.280578365388659E-02 -5.608897642451446E-02 -4.230557330459220E-02 3.226049995155341E-01 1.117349175498197E-01 
5.449289925584889E-02 6.265091955962443E-02 -7.641082404689456E-02 1.514952724389948E-02 9.437489307512985E-02 5.577404135285523E-01 3.008857810154085E-02 3.003289738037740E-01 9.751913300761864E-02 3.919956715871546E-01 4.220860132648159E-02 -1.250740258565707E-02 -9.292394266164185E-02 4.679928232196305E-02 3.057062210138069E-02 -9.676328580964197E-02 -1.640827921093759E-01 1.751062098003891E-01 -7.859435291477397E-02 -1.076429848072825E-01 -1.490079547892845E-01 -1.108092793629386E-01 9.105587142352489E-02 2.432671195835524E-02 1.592141667129876E-02 2.179951626333708E-02 1.485050265083672E-02 -3.593518768804892E-02 -3.432376342371431E-02 -3.386609741815650E-02 -7.411187606329975E-02 
-1.102348910304329E-01 3.457993511097791E-02 -4.625970917154726E-02 1.918257561356904E-02 4.890136591162645E-02 -1.840080732649866E-01 2.548153804055909E-01 -2.332871717576520E-01 -6.489914109305829E-02 6.018433867409967E-02 1.230632775671164E-01 1.520131408063288E-01 -2.021654147209152E-01 -3.691508817344377E-01 -1.641693047913422E-01 -1.774632609433376E-01 -2.051217224238215E-01 -4.608886676600567E-02 2.203891067172169E-01 2.596665278439395E-01 1.384396232942264E-01 -1.453217156178813E-01 1.383662996839503E-01 1.344638497787859E-01 5.973719663859368E-02 6.011238168313137E-02 1.122289186713528E+00 4.447070920354929E-01 -4.485037669483075E-02 -4.409396736412850E-02 -2.337967811037979E-01 
4.164899084830053E-02 -5.505841436272074E-02 -4.385590706799444E-02 -2.241654096849224E-02 1.266675266779231E-01 -3.823403505287468E-02 -7.959048965408506E-02 -1.008173869886993E-01 -3.370262770692846E-02 -4.093569400549890E-02 -1.721620287467807E-01 -2.582542552219266E-02 3.655332427701413E-01 -1.459975664165627E-01 -4.706584053377623E-02 -2.603641617994245E-01 9.672803630127436E-02 -6.195753697794770E-01 2.196769451008604E-01 2.349353863114372E-01 5.432383336889285E-03 -2.908602609723461E-01 -8.371217084207410E-03 -1.759220254102100E-01 1.497186430169649E+00 1.061535866870274E-01 8.885935620422340E-02 -4.424387172893923E-02 3.925300481506839E-01 -2.561453138143135E-02 5.526146262423501E-02 
-1.330797432752364E-01 2.623501949608085E-02 -4.259889030963787E-02 2.249128018843901E-01 6.389057608389223E-02 -1.308791145568691E-01 6.456775138316950E-02 4.003493750271934E-01 -3.019537012889377E-01 -3.047647261192695E-01 -3.043597591937803E-01 1.660043503713805E-01 -2.223554409679163E-01 9.466617990069275E-02 -2.425196642315276E-02 -3.350234017535954E-01 5.940471201037578E-02 1.973112513559479E-03 -3.304930733472901E-02 -1.568478376748382E-01 1.234934353798004E-01 2.827432192224568E-01 6.502580087870850E-02 9.415040197790079E-01 -3.597016647385763E-01 1.656219766416279E-01 2.452672593413662E-01 -5.405536622826997E-02 4.045021281807358E-01 -6.412254233667532E-02 1.368817441070426E-01 
-1.477505588573520E-01 -3.218852845219451E-03 1.003486255548946E-02 1.815453747849972E-01 -7.294496156922411E-02 -1.854602542932587E-01 -3.274114920786021E-01 -8.598180571447851E-01 7.936375272311463E-02 4.616919585949265E-01 -3.395474741949123E-02 4.972268560490110E-01 6.108919715297843E-01 -1.398507014647468E-01 8.495277968715940E-02 -1.141737931267881E+00 1.645049274110009E-01 7.464118564058363E-01 -4.034001581280894E-01 1.910890333490293E-01 -1.529367300798881E-01 -3.904459373702599E-01 4.884063424013437E-02 -4.541633888371469E-02 -3.424503538247817E-01 9.402351229445616E-02 -5.345427134873038E-02 3.498075631272625E-03 2.417732117612907E+00 -4.389919551584159E-02 -2.476571707772433E-01 
1.602847968941662E-01 1.321475567817410E-01 -5.281002423987998E-02 -1.700558146752850E-01 1.406113266947283E-01 7.602200272586997E-02 -2.071130324787766E-01 2.230936634357356E-01 1.000541944375950E-01 3.138828383586073E-01 3.967168729493772E-02 -9.009361510494875E-02 -1.315960331723211E-02 6.035430291013637E-02 1.263159385640800E+00 -1.791528295835246E-01 -2.934025627022403E-01 -3.382374415072386E-01 3.631272817231000E-01 9.364273090569033E-03 -6.614681234719505E-02 1.430119467935931E-03 -4.159948815888809E-01 -8.934763668710698E-02 1.673689305292759E-01 -3.242844411307840E-01 -1.234011500257714E-01 -5.903420380556846E-02 -5.298285936276026E-02 3.742597001800166E-01 5.038484839197840E-02 
-1.129503521207736E-02 -7.303005674979834E-02 -3.844381112183088E-02 -7.735308703937584E-02 6.369837295313556E-02 -1.027750967134177E-01 3.180247000797662E-01 -1.952134908413651E-02 -6.926562540611131E-02 -1.239780035950320E-01 7.230273447913542E-02 1.688390166183676E-01 -1.250317724245241E-01 6.477298445372594E-02 -6.740960168448307E-02 -8.830335746616966E-02 7.458715331225084E-01 1.419357863332511E-02 3.433262775972052E-01 -9.680004339082261E-02 -8.019476597206721E-02 1.086306040178417E-02 -2.144792896315051E-02 6.750459794830009E-02 1.031257324600053E-01 4.669907591669645E-02 6.673271251071344E-02 -3.649057008716183E-02 -7.403395815929054E-02 -3.282342445380921E-02 5.224311034858659E-02 
5.399497065318710E-02 1.755793393113315E-01 -5.772829197807375E-02 1.891771915416385E-01 1.242518109124712E-02 2.647988794661517E-01 -7.757546921829198E-02 1.877313369474774E-01 -2.348002593773139E-01 -4.486769765152459E-01 5.982655080754805E-02 -1.852954456767434E-01 -4.565239633092539E-01 1.393199480556618E+00 7.320204401052299E-02 9.651133057641698E-03 -1.566285019467822E-01 1.000180798938431E-01 -6.511852744368679E-02 1.895235812511872E-01 2.622757487611134E-02 -5.414924735347341E-02 1.953703369076736E-01 1.189510859914073E-01 -1.261323972807195E-01 -1.162189583340987E-01 -2.726619936202457E-01 4.000626634326374E-01 -4.984633148500019E-02 -4.107737027931933E-02 -1.073056959779827E-01 
-3.679884647140735E-02 4.795137378591670E-02 -3.811998292125571E-02 2.953230305406413E-01 -6.248404755191690E-02 -1.609872777086752E-01 -5.412741540555948E-02 -6.327664070167766E-02 -8.471403795823872E-02 1.934077820237268E-02 5.656835262731664E-02 1.958775642426873E-01 -1.357477922201684E-01 9.441793061447128E-02 1.075384354644006E-01 4.267811249992710E-01 -1.241252538436438E-01 1.715504048250164E-01 -1.266726761213318E-01 -5.903920303386027E-04 4.652268237839931E-01 -1.125071407635958E-01 4.897808349228919E-02 4.675486935311837E-02 2.661490341259681E-02 -1.129926171160006E-02 9.175060690011531E-02 -7.545562363365922E-02 -3.481818816023843E-02 -3.407408703997404E-02 6.112438199907280E-02 
5.378519811319414E-02 5.503609961282627E-02 -3.760963694802720E-02 -1.049817647527840E-01 7.382359387075556E-02 -8.947359107883116E-02 -1.296622149466201E-01 -2.931632731480174E-02 2.310815568062669E-01 -7.857501355628703E-02 -5.800648357695953E-02 -5.709789684131161E-02 6.416239283178267E-01 -2.399617530194499E-02 7.895831188882831E-02 1.620431045797672E-02 -1.636906797829619E-01 -1.300767772192442E-01 8.456055965489595E-03 3.540098020448645E-01 -5.760408405207965E-02 3.610716214670781E-01 1.049100838128826E-01 -3.798664597600953E-02 5.337745698075867E-02 8.718613139242774E-02 -2.349663518933105E-02 -3.560222304437602E-02 -3.468149729939721E-02 -7.334390036851277E-02 4.567739651830421E-02 
8.120035615028671E-02 4.704466415699107E-03 -6.172091833566187E-02 -1.268920816011819E-01 2.635185525133601E-01 1.335031198259095E-01 2.002892483337345E-01 -3.067089801650265E-01 -1.126929919381208E-01 2.812510334279110E-01 1.095371690717635E+00 -2.054439734737660E-01 -5.087752004064946E-01 8.200036756637982E-02 4.058491782390586E-02 1.392106910934465E-01 9.437932300218231E-02 4.779950512616558E-03 4.908624652919493E-02 -5.978951153828092E-02 -1.082779051746962E-01 2.916108903464950E-01 -6.276692150733656E-02 -2.405540511584806E-01 -3.499947583293176E-01 1.831475024104893E-01 1.067607252459497E-01 -4.333876712300365E-02 3.708862815126550E-01 -6.780540083531343E-02 -1.675239018411804E-01 
6.309301781089915E-01 -2.124256956628751E-01 4.228461552103149E-01 1.987327388559703E-01 -3.132753113819423E-01 1.747926236102378E-01 6.339381242671885E-02 5.524612327171430E-02 1.458825085534779E-01 7.616544289979013E-02 1.032886896710053E-01 7.003626228589707E-01 -3.576875562808922E-01 1.398699517188552E-01 7.973438268230855E-02 -1.290566770746376E-01 -3.102351322363361E-01 -5.454601355621871E-01 -7.604634197764144E-02 2.360441328485658E-01 -1.625413198102950E-01 2.460331661317319E-01 9.969920031316057E-02 -1.413647121785594E-01 7.694886726665504E-02 7.515035594925171E-02 -1.535021441927669E-01 -5.587624130763578E-02 -5.728806781292414E-02 -3.728505161283333E-02 2.692343471379674E-02 
-1.229327250916216E-01 7.416678956288534E-01 4.451934427332678E-01 -3.030803052241401E-01 -2.207511653650491E-01 6.250066621357957E-02 6.896899869101929E-01 5.500321814547736E-02 -3.066733942035480E-01 1.512081039372334E-01 1.629478295661923E-01 -3.517574528162714E-01 8.788528548970005E-02 1.496683492341475E-01 2.120957614123629E-01 1.217448675030746E-01 -4.654165701129127E-01 9.885197912724240E-02 -5.392094238193795E-02 -1.779760598629803E-01 2.399510722168365E-01 -5.371430713552701E-02 9.670015498059546E-02 5.418051587188082E-02 -1.178941288736183E-01 -1.436336506697162E-01 9.670419065957245E-02 -4.460592614607347E-02 -5.648767845586994E-02 -5.062372198290778E-02 3.474708691959279E-03 
-1.465259453091352E-01 -1.099333438226755E-01 4.639261811737059E-01 3.915974106167985E-01 1.147521760512485E+00 1.544036487748077E-01 -3.701137612351149E-01 -4.056272843641488E-02 -1.533109523065400E-01 -3.345392764750887E-02 1.092702486253422E-01 -3.443985536482393E-01 -8.596197508591499E-02 1.856331630032379E-01 1.186957702532358E-01 -3.823954665334842E-01 3.466581509389150E-01 -4.431161413272839E-02 2.192641737151688E-01 -6.379475025517527E-02 -1.504789253840389E-01 -1.425964246680930E-01 -1.465533442224924E-01 9.476382916420001E-02 4.913807865347389E-02 6.581242080359732E-02 7.461348853996413E-02 -5.202670312894662E-02 -3.756570718400086E-02 -5.731730256591461E-02 -5.999689920851106E-02 
3.900816747714158E-02 -7.552133626669957E-02 2.639288635010359E+00 -3.549125152042232E-01 -2.948699234729545E-01 -4.156386518670587E-01 -4.617526305191575E-01 1.800795535869063E-01 5.856189839429476E-01 -1.967158684945018E-01 5.626213696867708E-02 -1.177913165769792E+00 -1.202072683451213E+00 4.668631860281049E-02 9.663493725026569E-02 2.132292691909486E-01 4.357305432396681E-01 9.092459873609846E-01 9.875950701556736E-02 2.259097049336479E-01 1.581720525437024E-01 1.894945724888490E-01 -1.337027919424165E-01 -1.618658031417895E-01 -5.770995365691246E-02 -1.222104400037325E-01 -1.522911834513068E-01 -1.532936978119210E-02 -2.423675009837212E-02 -2.099389002356190E-02 -6.383412467589889E-03 
% Bernstein VDM matrix
1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
3.788854381999831E-01 4.341640786499871E-01 1.658359213500125E-01 2.111456180001681E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
2.111456180001682E-02 1.658359213500126E-01 4.341640786499872E-01 3.788854381999831E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
3.788854381999833E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.341640786499875E-01 0.000000000000000E+00 0.000000000000000E+00 1.658359213500126E-01 0.000000000000000E+00 2.111456180001682E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
3.703703703703701E-02 1.111111111111111E-01 1.111111111111111E-01 3.703703703703705E-02 1.111111111111111E-01 2.222222222222222E-01 1.111111111111111E-01 1.111111111111111E-01 1.111111111111111E-01 3.703703703703703E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.788854381999829E-01 0.000000000000000E+00 0.000000000000000E+00 4.341640786499872E-01 0.000000000000000E+00 1.658359213500126E-01 2.111456180001682E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
2.111456180001683E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.658359213500127E-01 0.000000000000000E+00 0.000000000000000E+00 4.341640786499874E-01 0.000000000000000E+00 3.788854381999831E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.111456180001682E-02 0.000000000000000E+00 0.000000000000000E+00 1.658359213500126E-01 0.000000000000000E+00 4.341640786499872E-01 3.788854381999831E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
3.788854381999834E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.341640786499875E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.658359213500126E-01 0.000000000000000E+00 0.000000000000000E+00 2.111456180001681E-02 
3.703703703703705E-02 1.111111111111111E-01 1.111111111111111E-01 3.703703703703701E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.111111111111111E-01 2.222222222222222E-01 1.111111111111111E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.111111111111111E-01 1.111111111111111E-01 0.000000000000000E+00 3.703703703703705E-02 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.788854381999831E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.341640786499872E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.658359213500126E-01 0.000000000000000E+00 2.111456180001682E-02 
3.703703703703705E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.111111111111111E-01 0.000000000000000E+00 0.000000000000000E+00 1.111111111111111E-01 0.000000000000000E+00 3.703703703703703E-02 1.111111111111111E-01 0.000000000000000E+00 0.000000000000000E+00 2.222222222222222E-01 0.000000000000000E+00 1.111111111111111E-01 1.111111111111111E-01 0.000000000000000E+00 1.111111111111111E-01 3.703703703703705E-02 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.703703703703701E-02 0.000000000000000E+00 0.000000000000000E+00 1.111111111111111E-01 0.000000000000000E+00 1.111111111111111E-01 3.703703703703703E-02 0.000000000000000E+00 0.000000000000000E+00 1.111111111111111E-01 0.000000000000000E+00 2.222222222222222E-01 1.111111111111111E-01 0.000000000000000E+00 1.111111111111111E-01 1.111111111111111E-01 3.703703703703705E-02 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.788854381999831E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.341640786499873E-01 0.000000000000000E+00 0.000000000000000E+00 1.658359213500127E-01 2.111456180001683E-02 
2.111456180001683E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.658359213500126E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.341640786499872E-01 0.000000000000000E+00 0.000000000000000E+00 3.788854381999829E-01 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.111456180001681E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.658359213500125E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.341640786499872E-01 0.000000000000000E+00 3.788854381999831E-01 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.111456180001682E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.658359213500126E-01 0.000000000000000E+00 0.000000000000000E+00 4.341640786499872E-01 3.788854381999831E-01 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00 
% inverse Bernstein VDM matrix
1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
-1.000000000000000E+00 2.696723314583160E+00 -1.030056647916491E+00 3.333333333333333E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
3.333333333333336E-01 -1.030056647916492E+00 2.696723314583159E+00 -1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
-1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.696723314583157E+00 0.000000000000000E+00 0.000000000000000E+00 -1.030056647916491E+00 0.000000000000000E+00 3.333333333333332E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
