% degree N
3
% number of nodes
20
% node coordinates
-3.257400101434671E-17 -4.637767974405840E-17 1.267274656323213E-16 3.323615160349855E-01 2.475407019387405E-16 -2.400829875270074E-17 7.950585956632192E-01 -2.284174093404355E-17 -1.828136977040355E-01 5.539358600583087E-02 3.072387799645941E-16 -2.452390519112467E-16 -4.895953430088042E-16 1.487691242351590E-16 -3.021445402228213E-16 7.648800177138583E-17 -1.168958481055679E-16 4.088460782904076E-16 6.222212808466728E-18 -1.032774497491853E-16 
-1.457725947521872E-02 3.440963653483970E-16 -1.884382132623585E-16 9.694503170101197E-17 9.991402283162805E-01 4.646171680708884E-16 -3.477453006493394E-16 2.126793494902552E-02 2.428612866367531E-16 -5.830903790087512E-03 -2.257277225852698E-16 3.249306660391461E-17 2.867632708644588E-17 -3.550793130699411E-16 -9.701313891248093E-17 1.115306961566294E-16 2.756671076654401E-16 -5.774126058359962E-17 8.321530895816765E-17 -1.040546689150963E-16 
-1.049562682215742E-01 2.247289776238884E-01 -1.664199397230136E-01 7.871720116618082E-02 4.940020965014335E-01 6.297376093294459E-01 -1.054820404883354E-01 -2.752979329443605E-02 -4.029055426385129E-02 1.749271137026232E-02 -1.021849593534467E-16 -1.553626120930235E-16 8.760058445559707E-17 -2.375890690139525E-16 -2.046017726939969E-16 1.016154531728177E-16 2.094237797935725E-16 2.544115029532359E-17 9.145119102557781E-17 -1.106455603381506E-16 
-6.122448979591848E-02 1.415190077623817E-01 -5.405545091106962E-02 2.915451895043749E-02 1.415190077623817E-01 9.446064139941692E-01 -5.830903790087498E-02 -5.405545091106945E-02 -5.830903790087449E-02 2.915451895043721E-02 -8.437520017730099E-17 -6.987216743455966E-17 -1.294720728425846E-17 -1.762377690687595E-16 -2.610022675019536E-16 9.665783168091188E-17 9.961871836781820E-17 1.183336471922106E-16 9.556913205928290E-17 -1.072958844197913E-16 
2.915451895043718E-02 -5.405545091106943E-02 1.415190077623814E-01 -6.122448979591822E-02 -5.830903790087448E-02 9.446064139941691E-01 1.415190077623814E-01 -5.830903790087446E-02 -5.405545091106947E-02 2.915451895043718E-02 -1.724890707604062E-17 -9.898631405579958E-17 -5.184319467890633E-17 -2.072885547972949E-16 -2.299514817734182E-16 9.665783168091191E-17 7.728301192396067E-17 1.447880997308332E-16 9.556913205928289E-17 -1.083741861465039E-16 
7.871720116618058E-02 -1.664199397230136E-01 2.247289776238883E-01 -1.049562682215742E-01 -1.054820404883350E-01 6.297376093294459E-01 4.940020965014332E-01 -4.029055426385132E-02 -2.752979329443601E-02 1.749271137026229E-02 1.360614107643639E-16 -3.666004593801417E-16 5.417934911854011E-17 -2.733295000597434E-16 -1.688613416482058E-16 1.016154531728178E-16 3.236982698095196E-18 2.615115318179563E-16 9.145119102557774E-17 -1.184691843117476E-16 
-1.727901703606844E-16 2.453637397677146E-16 -1.134887340162085E-16 -1.457725947521851E-02 5.727229915115599E-19 -1.477235778900048E-16 9.991402283162807E-01 9.641688814872213E-17 2.126793494902575E-02 -5.830903790087540E-03 2.788846796768573E-16 -3.436486259275119E-16 -1.112132101263528E-16 1.403656050008459E-17 -4.661290124825063E-16 1.115306961566294E-16 -9.960847469595893E-17 3.707466706522782E-16 8.321530895816756E-17 -1.179858427125566E-16 
-1.282798833819243E-01 2.173790200909480E-16 -1.529193792177940E-16 7.429445257363197E-18 8.078193566326345E-01 3.714860355771065E-16 -1.019725132354242E-16 4.166704392857326E-01 1.665334536937735E-16 -9.620991253644307E-02 -1.053044130703568E-16 2.271112759311635E-17 9.039288426975368E-17 -5.801386907240893E-16 -8.523356128022533E-18 7.129945538611213E-17 2.404153538069469E-16 -3.420571578954739E-17 1.156357075176696E-16 -1.094750960958551E-16 
-6.997084548104972E-02 5.405545091106953E-02 -1.415190077623815E-01 8.163265306122461E-02 2.623906705539361E-01 7.084548104956270E-01 -1.415190077623817E-01 2.623906705539359E-01 5.405545091106961E-02 -6.997084548104955E-02 -1.429393033204602E-17 -3.102755105336174E-17 5.184319467890627E-17 -4.216858770174738E-16 -1.558368582758564E-16 6.014480702932402E-17 1.683885641133868E-16 3.458219188494162E-17 1.249010748435061E-16 -1.110528504324365E-16 
2.915451895043764E-02 -5.830903790087454E-02 -5.830903790087474E-02 2.915451895043739E-02 -5.405545091106924E-02 9.446064139941690E-01 -5.405545091106953E-02 1.415190077623815E-01 1.415190077623816E-01 -6.122448979591838E-02 2.628992961560044E-17 2.404601525307581E-19 -1.894161514550009E-17 -1.787752535326393E-16 -3.950343779077637E-16 5.642659091039467E-17 1.002912922586260E-16 9.464226833920200E-17 1.279895306187849E-16 -1.097572535784061E-16 
8.163265306122448E-02 -1.415190077623814E-01 5.405545091106938E-02 -6.997084548104951E-02 -1.415190077623812E-01 7.084548104956264E-01 2.623906705539361E-01 5.405545091106954E-02 2.623906705539360E-01 -6.997084548104954E-02 1.452316306810010E-16 -1.449186810244817E-16 2.751281547904950E-18 -2.883910847831613E-16 -2.891316505101688E-16 6.014480702932404E-17 -3.772516750822443E-18 2.228553248350161E-16 1.249010748435060E-16 -1.152710404313669E-16 
-1.671821713963843E-16 2.618560781484125E-16 -1.222743454967245E-16 -1.282798833819242E-01 2.390403275547504E-16 -3.434541172372117E-16 8.078193566326349E-01 -1.253560299852191E-16 4.166704392857330E-01 -9.620991253644315E-02 2.248983336735309E-16 -1.805980763302860E-16 -4.267267503074491E-17 -1.050501862730868E-16 -4.836118605790248E-16 7.129945538611218E-17 -3.552471898434715E-17 2.704962850288046E-16 1.156357075176695E-16 -1.170050666115367E-16 
-9.620991253644338E-02 9.206035209408976E-17 -1.327639593541312E-16 1.562285928838339E-16 4.166704392857328E-01 8.797097458265882E-17 -9.063076613473983E-17 8.078193566326347E-01 1.110223024625157E-16 -1.282798833819242E-01 -4.623151522002847E-17 6.100005469703907E-17 1.181569675411112E-16 -3.433068521449327E-16 -2.453551947071791E-16 -5.266408593958745E-17 2.000453097894334E-16 -7.078017778596492E-17 1.871635213979224E-16 -1.080569876845987E-16 
1.749271137026243E-02 -4.029055426385137E-02 -1.054820404883353E-01 7.871720116618078E-02 -2.752979329443600E-02 6.297376093294460E-01 -1.664199397230137E-01 4.940020965014332E-01 2.247289776238884E-01 -1.049562682215743E-01 -2.328909211956509E-17 8.313101700554957E-17 7.406965269507155E-17 -2.457797239902344E-16 -3.329807125874049E-16 -6.257932892339904E-17 6.668542394953709E-17 4.981221340148366E-17 1.953994034653325E-16 -1.068705961074512E-16 
7.871720116618069E-02 -1.054820404883351E-01 -4.029055426385163E-02 1.749271137026247E-02 -1.664199397230135E-01 6.297376093294459E-01 -2.752979329443605E-02 2.247289776238884E-01 4.940020965014333E-01 -1.049562682215744E-01 9.036126629285966E-17 9.155216413566914E-17 -4.774620549917420E-17 -2.635507781549525E-16 -3.152096584226868E-16 -6.257932892339904E-17 3.952539670022745E-17 7.578091028803702E-17 1.953994034653325E-16 -1.065587017692987E-16 
3.643209722161478E-17 -5.290861949260128E-17 -4.726379717743414E-17 -9.620991253644313E-02 1.665309406246432E-16 -2.036037553807007E-16 4.166704392857329E-01 -8.482217038214081E-17 8.078193566326349E-01 -1.282798833819242E-01 1.916955013859461E-17 1.999160833174797E-17 9.251942307513982E-17 -1.820421415757730E-16 -4.066199052763387E-16 -5.266408593958748E-17 -8.461901565517618E-17 2.196855671718721E-16 1.871635213979224E-16 -1.095758190314614E-16 
-5.830903790087314E-03 -1.128652045186905E-16 -7.912367377000274E-17 -2.959057467395725E-17 2.126793494902572E-02 1.314157981643038E-16 1.054168802022816E-16 9.991402283162806E-01 -1.110223024625156E-16 -1.457725947521846E-02 3.496188985879196E-17 2.972581214787731E-16 1.121270348741364E-16 -6.182556903397280E-16 -6.459228400872168E-17 -2.655867026120169E-16 1.019933267155450E-16 -4.398678704027973E-17 2.383233254473804E-16 -1.027950565999544E-16 
6.997084548104998E-02 -5.830903790087476E-02 -5.830903790087473E-02 6.997084548104951E-02 -1.801848363702314E-01 3.935860058309038E-01 -1.801848363702316E-01 4.717300258746047E-01 4.717300258746051E-01 6.263882922887353E-17 1.314406251110548E-16 2.689869033558325E-16 4.325765604157726E-17 -2.817805459032624E-16 -3.948789220236421E-16 -2.717837294768991E-16 3.998992109439709E-17 1.599320906879903E-17 2.434707517395118E-16 -1.036129348111172E-16 
-9.836660921516125E-18 -3.199569209765557E-17 -8.096012733463246E-17 -5.830903790087589E-03 2.321634429487234E-16 -2.669747787747019E-16 2.126793494902592E-02 -2.794217763070649E-16 9.991402283162808E-01 -1.457725947521849E-02 1.212450982893242E-16 2.653697533020716E-16 5.676413449263194E-17 -1.989503648342694E-16 -4.838976095141803E-16 -2.655867026120168E-16 -6.174629575034999E-17 1.242640475729225E-16 2.383233254473804E-16 -1.039761072731656E-16 
5.539358600583109E-02 -1.263878716665733E-16 -1.551340631393384E-16 -5.863915384486062E-18 -1.828136977040356E-01 1.895822531255793E-16 7.448214409550082E-18 7.950585956632196E-01 1.110223024625156E-16 3.323615160349854E-01 5.921445793767188E-17 1.436343057466009E-16 9.344986097569980E-17 -1.935248078531205E-16 -1.971393185813168E-16 -4.055157537311034E-16 -1.531408969647617E-17 -3.481516682165405E-17 3.268571872662634E-16 -9.766320355618260E-17 
3.248290814409941E-16 -1.720307256174914E-16 -1.178096320392496E-16 5.539358600583087E-02 -1.002662190803013E-16 2.014006744752114E-16 -1.828136977040355E-01 1.585820022438889E-16 7.950585956632196E-01 3.323615160349851E-01 1.313251028871588E-16 1.502561915896160E-16 1.491835594968116E-17 -2.393661110448881E-16 -1.512980153895492E-16 -4.055157537311033E-16 -6.465630260178617E-18 -4.460041711810336E-17 3.268571872662633E-16 -9.741794852495986E-17 
-7.400062157147676E-17 -1.232405596935738E-16 -9.489179098574467E-17 -1.471104045760295E-18 9.821615316042635E-19 -1.227707552658275E-18 -5.492673351767441E-17 1.528856594570107E-16 2.006232086839672E-16 1.000000000000000E+00 1.314880568503042E-16 2.637069825505463E-16 1.224261589757252E-16 -2.069499191801344E-16 -1.873849983000615E-16 -6.196338333361743E-16 -8.646765181315592E-17 -9.635433837689384E-17 4.430826750103885E-16 -9.335202260217573E-17 
3.323615160349855E-01 2.745131747882777E-16 -1.617969808783318E-16 -2.522325017026994E-18 -6.210948716966565E-17 -2.877940058506059E-17 1.335166051750587E-16 3.667281414034763E-17 1.147672100416581E-17 -1.422150155870395E-17 7.950585956632189E-01 3.372595631271416E-16 4.499356920699313E-17 4.656591197005840E-17 -9.672740649204053E-17 2.878005254085446E-17 -1.828136977040355E-01 -1.357536271606224E-16 -4.687727109699804E-17 5.539358600583088E-02 
-1.387778780781446E-17 4.717300258746050E-01 -1.801848363702315E-01 6.997084548104945E-02 5.017841912138356E-17 -2.824781735212239E-16 1.520528438247710E-16 7.285552502418308E-17 9.270391271602975E-17 -5.613695894152800E-17 4.717300258746048E-01 3.935860058309038E-01 -5.830903790087451E-02 -6.720181472734472E-17 -2.223047910483115E-16 5.446205675849913E-17 -1.801848363702316E-01 -5.830903790087470E-02 -3.329732578413423E-18 6.997084548104955E-02 
-1.049562682215743E-01 4.940020965014334E-01 -2.752979329443567E-02 1.749271137026213E-02 3.784121747385315E-17 -2.209438855673514E-16 2.909429792559469E-17 1.141423050083564E-16 9.476488005509185E-17 -7.379649612613227E-17 2.247289776238883E-01 6.297376093294460E-01 -4.029055426385125E-02 -2.126861686338121E-16 -2.275316812809960E-16 6.884594861019776E-17 -1.664199397230136E-01 -1.054820404883352E-01 2.573320807879523E-17 7.871720116618074E-02 
-6.997084548104981E-02 2.623906705539362E-01 2.623906705539362E-01 -6.997084548104972E-02 7.109211621164998E-17 -2.397209406573087E-16 -2.203568767649635E-17 1.308453049127077E-16 1.033047011803705E-16 -8.184990585080803E-17 5.405545091106964E-02 7.084548104956268E-01 5.405545091106967E-02 -2.570196763861378E-16 -2.452755505533002E-16 7.193172809595052E-17 -1.415190077623814E-01 -1.415190077623815E-01 4.031155087462789E-17 8.163265306122447E-02 
1.749271137026247E-02 -2.752979329443598E-02 4.940020965014335E-01 -1.049562682215745E-01 8.878476213031983E-17 -2.981142693906629E-16 2.034958286559327E-17 1.679269667425238E-16 6.760384766567944E-17 -7.878996332294678E-17 -4.029055426385144E-02 6.297376093294461E-01 2.247289776238884E-01 -2.717391067222827E-16 -2.039996301272629E-16 6.371939521575729E-17 -1.054820404883351E-01 -1.664199397230137E-01 4.040529580908457E-17 7.871720116618071E-02 
6.997084548104941E-02 -1.801848363702317E-01 4.717300258746051E-01 5.581888845088252E-18 1.093117493879997E-16 -2.228126108554195E-16 -3.019240005097846E-17 1.496941985473745E-16 3.883725922615934E-17 -5.819773295321533E-17 -5.830903790087476E-02 3.935860058309040E-01 4.717300258746049E-01 -1.286368555866891E-16 -2.319115240584418E-16 4.420894996961818E-17 -5.830903790087454E-02 -1.801848363702318E-01 2.601444288216525E-17 6.997084548104955E-02 
3.677613769070831E-16 -3.812197169458623E-16 6.023868370523190E-16 3.323615160349852E-01 -1.827162977783600E-17 3.884131384612178E-17 -7.377564937081965E-17 1.150219127827764E-18 8.455235010426502E-17 -1.812294515280990E-17 -3.045467478638649E-17 1.381535371930246E-16 7.950585956632191E-01 -1.459525135320699E-16 -1.077164179412416E-17 1.340039235753306E-17 4.853651140710908E-18 -1.828136977040356E-01 -2.861007906130086E-18 5.539358600583091E-02 
-1.804112415015879E-16 1.754909736837380E-16 -1.805307683996304E-16 1.204184364121193E-16 4.717300258746049E-01 2.362056128921889E-16 2.914189598037532E-17 -1.801848363702318E-01 5.238401099617792E-17 6.997084548104959E-02 4.717300258746048E-01 -1.265256776976331E-16 5.937815635414181E-18 3.935860058309038E-01 -7.463689378625899E-18 -5.830903790087465E-02 -1.801848363702317E-01 -2.605276519902074E-17 -5.830903790087462E-02 6.997084548104954E-02 
-9.329446064139948E-02 2.247289776238884E-01 -1.664199397230136E-01 8.163265306122444E-02 2.247289776238885E-01 3.148688046647230E-01 -5.830903790087463E-02 -1.664199397230136E-01 -5.830903790087465E-02 8.163265306122443E-02 2.247289776238883E-01 3.148688046647230E-01 -5.830903790087461E-02 3.148688046647229E-01 7.871720116618075E-02 -5.830903790087464E-02 -1.664199397230137E-01 -5.830903790087466E-02 -5.830903790087458E-02 8.163265306122444E-02 
-5.247813411078732E-02 1.415190077623816E-01 -5.405545091106934E-02 3.498542274052475E-02 5.405545091106972E-02 4.723032069970844E-01 -4.029055426385149E-02 -1.415190077623813E-01 -1.054820404883352E-01 8.746355685131191E-02 5.405545091106955E-02 4.723032069970846E-01 -4.029055426385143E-02 2.361516034985421E-01 1.574344023323614E-01 -5.830903790087465E-02 -1.415190077623814E-01 -1.054820404883352E-01 -5.830903790087456E-02 8.746355685131189E-02 
3.498542274052518E-02 -5.405545091106947E-02 1.415190077623817E-01 -5.247813411078722E-02 -4.029055426385122E-02 4.723032069970842E-01 5.405545091106959E-02 -1.054820404883349E-01 -1.415190077623815E-01 8.746355685131191E-02 -4.029055426385149E-02 4.723032069970843E-01 5.405545091106970E-02 1.574344023323614E-01 2.361516034985421E-01 -5.830903790087464E-02 -1.054820404883352E-01 -1.415190077623814E-01 -5.830903790087456E-02 8.746355685131191E-02 
8.163265306122447E-02 -1.664199397230137E-01 2.247289776238884E-01 -9.329446064139937E-02 -5.830903790087442E-02 3.148688046647227E-01 2.247289776238884E-01 -5.830903790087443E-02 -1.664199397230137E-01 8.163265306122448E-02 -5.830903790087463E-02 3.148688046647229E-01 2.247289776238884E-01 7.871720116618065E-02 3.148688046647229E-01 -5.830903790087466E-02 -5.830903790087471E-02 -1.664199397230136E-01 -5.830903790087456E-02 8.163265306122447E-02 
-1.526556658859590E-16 5.976410321195702E-17 -1.269241894916380E-16 1.914267327480485E-16 9.309662696094027E-17 -1.865875420134975E-16 4.717300258746052E-01 2.461318051434537E-16 -1.801848363702319E-01 6.997084548104957E-02 -2.249500051658326E-16 -1.286502234027733E-16 4.717300258746051E-01 -1.084724975904411E-16 3.935860058309039E-01 -5.830903790087470E-02 -1.449863467785762E-17 -1.801848363702317E-01 -5.830903790087459E-02 6.997084548104957E-02 
-1.049562682215748E-01 8.690041748116273E-17 -1.482295171182072E-16 1.479249076652277E-16 4.940020965014333E-01 2.447022176724835E-16 -1.069151286908378E-16 -2.752979329443609E-02 4.755250964958740E-18 1.749271137026244E-02 2.247289776238883E-01 -1.395086181095515E-16 6.259440422384689E-17 6.297376093294461E-01 -1.506784482171218E-16 -4.029055426385149E-02 -1.664199397230137E-01 6.431895993471126E-18 -1.054820404883351E-01 7.871720116618075E-02 
-5.247813411078754E-02 5.405545091106958E-02 -1.415190077623814E-01 8.746355685131198E-02 1.415190077623816E-01 4.723032069970844E-01 -1.054820404883352E-01 -5.405545091106939E-02 -4.029055426385149E-02 3.498542274052488E-02 5.405545091106945E-02 2.361516034985423E-01 -5.830903790087460E-02 4.723032069970845E-01 1.574344023323614E-01 -4.029055426385150E-02 -1.415190077623815E-01 -5.830903790087463E-02 -1.054820404883351E-01 8.746355685131192E-02 
4.081632653061223E-02 -5.830903790087459E-02 -5.830903790087456E-02 4.081632653061222E-02 -5.830903790087442E-02 6.297376093294459E-01 -5.830903790087464E-02 -5.830903790087450E-02 -5.830903790087461E-02 4.081632653061223E-02 -4.029055426385140E-02 3.148688046647228E-01 -4.029055426385140E-02 3.148688046647228E-01 3.148688046647231E-01 -4.029055426385150E-02 -1.054820404883351E-01 -1.054820404883351E-01 -1.054820404883351E-01 9.037900874635568E-02 
8.746355685131194E-02 -1.415190077623814E-01 5.405545091106955E-02 -5.247813411078718E-02 -1.054820404883349E-01 4.723032069970841E-01 1.415190077623816E-01 -4.029055426385129E-02 -5.405545091106950E-02 3.498542274052478E-02 -5.830903790087451E-02 2.361516034985421E-01 5.405545091106956E-02 1.574344023323613E-01 4.723032069970846E-01 -4.029055426385149E-02 -5.830903790087463E-02 -1.415190077623815E-01 -1.054820404883351E-01 8.746355685131196E-02 
-2.081668171172169E-16 9.330200944198783E-17 -3.709135588339517E-17 -1.049562682215743E-01 1.530179506584791E-16 -3.405640577098652E-16 4.940020965014335E-01 2.149416231510284E-16 -2.752979329443615E-02 1.749271137026237E-02 3.674345626286606E-16 -8.021690059237123E-16 2.247289776238886E-01 -4.436996343314814E-16 6.297376093294464E-01 -4.029055426385152E-02 3.132471692262956E-17 -1.664199397230136E-01 -1.054820404883351E-01 7.871720116618074E-02 
-6.997084548104979E-02 1.593068399723334E-17 -6.035768457027750E-18 4.383750218118382E-17 2.623906705539358E-01 3.863122973440594E-16 -8.524004414046735E-17 2.623906705539359E-01 -2.742003240702689E-17 -6.997084548104954E-02 5.405545091106948E-02 1.925508347421418E-16 4.557392713478660E-17 7.084548104956265E-01 -4.442510499411105E-18 5.405545091106946E-02 -1.415190077623815E-01 -9.192089378198378E-17 -1.415190077623814E-01 8.163265306122447E-02 
3.498542274052467E-02 -4.029055426385147E-02 -1.054820404883350E-01 8.746355685131199E-02 -5.405545091106930E-02 4.723032069970842E-01 -1.415190077623814E-01 1.415190077623816E-01 5.405545091106945E-02 -5.247813411078706E-02 -4.029055426385139E-02 1.574344023323614E-01 -5.830903790087456E-02 4.723032069970844E-01 2.361516034985422E-01 5.405545091106943E-02 -1.054820404883351E-01 -5.830903790087465E-02 -1.415190077623814E-01 8.746355685131195E-02 
8.746355685131162E-02 -1.054820404883350E-01 -4.029055426385145E-02 3.498542274052479E-02 -1.415190077623812E-01 4.723032069970843E-01 -5.405545091106939E-02 5.405545091106966E-02 1.415190077623815E-01 -5.247813411078719E-02 -5.830903790087446E-02 1.574344023323614E-01 -4.029055426385135E-02 2.361516034985421E-01 4.723032069970844E-01 5.405545091106942E-02 -5.830903790087463E-02 -1.054820404883352E-01 -1.415190077623814E-01 8.746355685131195E-02 
-1.804112415015879E-16 1.742144397449014E-16 -3.332118523423094E-17 -6.997084548104962E-02 4.304529925296260E-17 -1.025141227937644E-16 2.623906705539360E-01 8.221476625504076E-17 2.623906705539359E-01 -6.997084548104954E-02 1.370970978142316E-16 -8.939262560016449E-17 5.405545091106961E-02 -2.257577087779584E-16 7.084548104956268E-01 5.405545091106943E-02 -4.106872057138148E-17 -1.415190077623815E-01 -1.415190077623814E-01 8.163265306122448E-02 
1.749271137026222E-02 -1.069351877424320E-17 -7.794368264688276E-17 3.951032795969640E-17 -2.752979329443596E-02 -3.285353848380568E-17 5.627013765216948E-17 4.940020965014333E-01 -5.455017997563985E-17 -1.049562682215743E-01 -4.029055426385138E-02 -1.542686589466558E-16 1.321646716151247E-18 6.297376093294460E-01 -2.242230817936847E-18 2.247289776238882E-01 -1.054820404883352E-01 -6.836166895595957E-18 -1.664199397230136E-01 7.871720116618078E-02 
8.163265306122405E-02 -5.830903790087471E-02 -5.830903790087458E-02 8.163265306122451E-02 -1.664199397230135E-01 3.148688046647229E-01 -1.664199397230136E-01 2.247289776238885E-01 2.247289776238882E-01 -9.329446064139935E-02 -5.830903790087452E-02 7.871720116618057E-02 -5.830903790087464E-02 3.148688046647228E-01 3.148688046647231E-01 2.247289776238882E-01 -5.830903790087461E-02 -5.830903790087470E-02 -1.664199397230136E-01 8.163265306122450E-02 
-2.636779683484747E-16 -2.425744159492022E-17 1.963499297746093E-17 1.749271137026237E-02 1.498475083567593E-16 -4.144631731264548E-17 -2.752979329443600E-02 9.158350930378880E-17 4.940020965014332E-01 -1.049562682215743E-01 1.521307394018924E-16 -2.496249375443236E-16 -4.029055426385147E-02 -2.290352539599272E-16 6.297376093294462E-01 2.247289776238882E-01 -5.559883877633927E-17 -1.054820404883351E-01 -1.664199397230136E-01 7.871720116618078E-02 
6.997084548104936E-02 2.615664312680142E-17 7.771091285923931E-17 -3.852896259691532E-17 -1.801848363702315E-01 -1.523724457266159E-16 5.829939292209104E-17 4.717300258746051E-01 -1.564324716358132E-16 1.213507566396211E-16 -5.830903790087457E-02 4.821712181563521E-17 3.476606059232855E-17 3.935860058309037E-01 -9.019340318945792E-17 4.717300258746048E-01 -5.830903790087470E-02 -1.586967950365454E-17 -1.801848363702317E-01 6.997084548104958E-02 
-2.914335439641036E-16 1.061889122110962E-16 9.227398820684179E-17 6.997084548104945E-02 1.523262353837006E-16 -1.046443275238699E-16 -1.801848363702315E-01 -1.146906778597222E-16 4.717300258746051E-01 1.213507566396211E-16 1.636280534529721E-16 -5.884505710695436E-17 -5.830903790087462E-02 -3.397423832073184E-16 3.935860058309039E-01 4.717300258746048E-01 1.384775267764154E-17 -5.830903790087470E-02 -1.801848363702317E-01 6.997084548104958E-02 
-2.359223927328458E-16 2.113832259674319E-16 8.468728527355741E-17 -3.106493986990999E-17 -1.390128687882530E-16 -2.458618360076997E-16 8.432564458094572E-17 5.021597188752489E-16 -6.900788364893883E-17 3.323615160349854E-01 1.209129651850443E-16 2.869774468583408E-16 9.958435555454071E-17 1.136898213894134E-16 -2.817520903987359E-16 7.950585956632189E-01 -9.217697695258967E-17 -1.534420448235514E-16 -1.828136977040355E-01 5.539358600583093E-02 
-1.457725947521907E-02 4.620071094711560E-16 -3.618478933038147E-16 2.572036192880208E-16 -2.196329484124589E-17 2.276062063149641E-17 5.569159169779971E-17 5.321711866024471E-17 -3.164373606654373E-17 -1.778712675514991E-17 9.991402283162801E-01 4.612018275565150E-16 -9.402752368878066E-17 1.015291108726441E-16 -1.410872646843303E-16 8.011151441339416E-17 2.126793494902561E-02 -7.274841892936165E-17 -1.381621513695508E-17 -5.830903790087451E-03 
-1.049562682215744E-01 2.247289776238885E-01 -1.664199397230135E-01 7.871720116618065E-02 7.132752074156055E-17 -3.765836177770118E-16 1.686937916958143E-16 9.551179013216751E-17 1.079000575798428E-16 -8.433391790047811E-17 4.940020965014331E-01 6.297376093294463E-01 -1.054820404883351E-01 -1.162252934892933E-16 -2.991786405748351E-16 1.227729060868196E-16 -2.752979329443604E-02 -4.029055426385157E-02 5.068668685156102E-17 1.749271137026242E-02 
-6.122448979591839E-02 1.415190077623816E-01 -5.405545091106932E-02 2.915451895043721E-02 1.098603617309525E-16 -4.565561511132030E-16 1.058644615535013E-16 1.304165831046364E-16 1.507196019481768E-16 -1.138908840829873E-16 1.415190077623815E-01 9.446064139941693E-01 -5.830903790087456E-02 -2.722835015899099E-16 -3.416984784976166E-16 1.428380730283532E-16 -5.405545091106950E-02 -5.830903790087472E-02 8.622039311732512E-17 2.915451895043737E-02 
2.915451895043747E-02 -5.405545091106956E-02 1.415190077623817E-01 -6.122448979591850E-02 1.244743429760502E-16 -4.754996299417109E-16 8.686442713357326E-17 1.630393342852591E-16 1.282545091352775E-16 -1.160262716198862E-16 -5.830903790087469E-02 9.446064139941692E-01 1.415190077623816E-01 -3.831564338442734E-16 -2.521358580376064E-16 1.403070152379948E-16 -5.830903790087463E-02 -5.405545091106959E-02 9.278490366033725E-17 2.915451895043735E-02 
7.871720116618089E-02 -1.664199397230137E-01 2.247289776238884E-01 -1.049562682215744E-01 1.002056787982573E-16 -3.288111250831509E-16 2.523005785002426E-17 8.364166022664512E-17 1.354451019871550E-16 -8.686589794897515E-17 -1.054820404883351E-01 6.297376093294462E-01 4.940020965014333E-01 -2.702809825137112E-16 -2.090538869334776E-16 1.151797327157446E-16 -4.029055426385146E-02 -2.752979329443617E-02 7.038021848059738E-17 1.749271137026240E-02 
-5.811323644522304E-17 1.112797527193990E-16 -1.085147141477193E-16 -1.457725947521867E-02 2.313033906267547E-17 -2.565940375354841E-17 -5.622419238206610E-17 4.252836871251289E-17 2.328366806882647E-17 -2.674934704121826E-17 1.346973437166318E-17 -2.068369389028691E-16 9.991402283162808E-01 -4.510917712719764E-17 -1.010005356562555E-16 6.745622546160238E-17 2.420611837946676E-17 2.126793494902559E-02 1.900633757810549E-17 -5.830903790087470E-03 
-1.049562682215745E-01 7.992241569830101E-17 -8.147594924785800E-17 8.508504337451225E-17 2.247289776238883E-01 1.336799152099678E-16 6.063880531796236E-17 -1.664199397230137E-01 5.051899311644397E-18 7.871720116618075E-02 4.940020965014331E-01 1.428601883466989E-16 -4.099441375898535E-17 6.297376093294460E-01 -3.230474600772563E-17 -1.054820404883351E-01 -2.752979329443610E-02 -6.361254411013365E-17 -4.029055426385142E-02 1.749271137026241E-02 
-5.247813411078726E-02 5.405545091106955E-02 -1.415190077623813E-01 8.746355685131185E-02 5.405545091106959E-02 2.361516034985421E-01 -5.830903790087458E-02 -1.415190077623813E-01 -5.830903790087462E-02 8.746355685131192E-02 1.415190077623815E-01 4.723032069970847E-01 -1.054820404883350E-01 4.723032069970843E-01 1.574344023323614E-01 -1.054820404883351E-01 -5.405545091106952E-02 -4.029055426385154E-02 -4.029055426385136E-02 3.498542274052478E-02 
4.081632653061230E-02 -5.830903790087466E-02 -5.830903790087442E-02 4.081632653061213E-02 -4.029055426385132E-02 3.148688046647227E-01 -4.029055426385144E-02 -1.054820404883349E-01 -1.054820404883351E-01 9.037900874635560E-02 -5.830903790087458E-02 6.297376093294463E-01 -5.830903790087449E-02 3.148688046647227E-01 3.148688046647229E-01 -1.054820404883351E-01 -5.830903790087462E-02 -5.830903790087474E-02 -4.029055426385135E-02 4.081632653061228E-02 
8.746355685131196E-02 -1.415190077623814E-01 5.405545091106961E-02 -5.247813411078716E-02 -5.830903790087440E-02 2.361516034985418E-01 5.405545091106959E-02 -5.830903790087447E-02 -1.415190077623814E-01 8.746355685131189E-02 -1.054820404883349E-01 4.723032069970843E-01 1.415190077623816E-01 1.574344023323612E-01 4.723032069970845E-01 -1.054820404883351E-01 -4.029055426385152E-02 -5.405545091106948E-02 -4.029055426385136E-02 3.498542274052480E-02 
